category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Flight Plan,Given:<br><br>Distance Q to R: 1760 NM<br>Ground speed OUT: 435 kts<br>Ground speed BACK: 385 kts<br>Safe endurance: 9 hrs<br><br>The distance from Q to the point of safe return (PSR) between Q and R is:,838 NM,642 NM,467 NM,313 NM,1,,
Flight Plan,Given:<br><br>Distance A to B: 1973 NM<br>Ground speed OUT: 430 kts<br>Ground speed BACK: 385 kts<br>Safe endurance: 7 hrs 20 min<br><br>The distance from A to the point of safe return (PSR) is:,1 422 NM,1 664 NM,1 490 NM,1 698 NM,3,,
Flight Plan,Given:<br>X = Distance A to point of equal time (PET) between A and B<br>E = Endurance<br>D = Distance A to B<br>O = Ground speed ON<br>H = Groundspeed BACK<br><br>The formula for calculating the distance X to point of equal time (PET) is:,x = (D Ã— H) / (O + H),x = (D Ã— O Ã— H) / (O + H),x = (E Ã— O Ã— H) / (O + H),x = (D Ã— O) / (O + H),1,,
Flight Plan,Given:<br><br>Distance from departure to destination: 2450 NM<br>Safe Endurance: 7.5 hrs<br>TAS: 410 kts<br>Ground speed out: 360 kts<br>Ground speed home: 460 kts<br><br>What is the time of the PSR from the departure point?,252 min,111 min,198 min,156 min,1,,
Flight Plan,Given:<br><br>Distance from departure to destination: 210 NM<br>Safe Endurance: 3.5 hrs<br>True Track: 310°<br>W/V: 270/30<br>TAS: 120 kts<br><br>What is the distance of the PSR from the departure point?,200 NM,125 NM,100 NM,10 NM,1,,
Flight Plan,Given:<br><br>Distance from departure to destination: 1 345 NM<br>GS Out: 480 kts<br>GS Home: 360 kts<br><br>What is the time of the PET from the departure point?,128 min,96 min,72 min,50 min,3,,
Flight Plan,What kind of endurance is used for PSR calculations?,Alternate endurance.,ATC endurance.,Safe endurance.,Trip endurance.,3,,
Flight Plan,Which of the following statements with regard to the PET (Point of Equal Time) is correct?,The point of equal time is a number which is entered in field 19 of the ATC flight plan.,When calculating the point of equal time fuel reserves should be accounted for.,Endurance is not relevant when calculating the point of equal time.,Endurance is relevant when calculating the point of equal time.,3,,
Flight Plan,Given:<br><br>Distance X to Y: 2700 NM<br>Mach number: 0.75<br>Temperature: -45 °C<br>Mean wind component ON: 10 kts tailwind<br>Mean wind component BACK: 35 kts tailwind<br><br>The distance from X to the point of equal time (PET) between X and Y is:,1 350 NM,1 313 NM,1 386 NM,1 425 NM,3,,
Flight Plan,Given:<br><br>Distance from departure to destination: 150 NM<br>True track: 142°<br>W/V: 200/15<br>TAS: 132 kts<br><br>What is the distance of the PET from the departure point?,71 NM,75 NM,79 NM,134 NM,3,,
Flight Plan,Given:<br>Distance Q to R: 1760 NM<br>Ground speed OUT: 435 kts<br>Ground speed BACK: 385 kts<br><br>The time from Q to the point of equal time (PET) between Q and R is:,110 min.,114 min.,102 min.,106 min.,2,,
Flight Plan,Given:<br><br>Distance from departure to destination: 180 NM<br>Safe Endurance: 2 hrs<br>TAS: 120 kts<br>Ground speed out: 135 kts<br>Ground speed home: 105 kts<br><br>What is the distance and time of the PSR from the departure point?,"Distance: 59 NM;Time: 30 min.","Distance: 118 NM;Time: 53 min.","Distance: 79 NM;Time: 45 min","Distance: 62 NM; Time: 28 min.",2,,
Flight Plan,"From the departure point,the distance to the point of equal time is:",proportional to the sum of ground speed out and ground speed back.,inversely proportional to ground speed back.,inversely proportional to the total distance to go.,inversely proportional to the sum of ground speed out and ground speed back.,4,,
Flight Plan,Given:<br><br>Distance from departure to destination: 2.500 NM<br>GS Out: 540 kts<br>GS Home: 470 kts<br><br>What is the time of the PET from the departure point?,171 min,129 min,149 min,28 min,2,,
Flight Plan,Given:<br><br>Distance from A to B: 2050 NM<br>Mean groundspeed on: 440 kts<br>Mean groundspeed back: 540 kts<br><br>The distance to the point of equal time (PET) between A and B is:,1153 NM,1025 NM,1130 NM,920 NM,3,,
Flight Plan,An aircraft was over A at 14:35 hours flying direct to B. Given:<br><br>Distance A to B: 2.900 NM<br>True airspeed: 470 kts<br>Mean wind component OUT: +55 kts<br>Mean wind component BACK: -75 kts<br><br>The ETA for reaching the point of equal time (PET) between A and B is:,17:44,18:46,17:21,16:57,4,,
Flight Plan,Given:<br><br>Distance from departure to destination: 1 000 NM<br>Safe Endurance: 4 hrs<br>TAS: 500 kts<br>Ground speed out: 550 kts<br>Ground speed home: 450 kts<br><br>What is the distance of the PSR from the departure point?,990 NM,495 NM,10 NM,450 NM,1,,
Flight Plan,An aeroplane is flying at TAS 180 kts on a track of 090°. The W/V is 045°/50 kts. How far can the aeroplane fly out from its base and return in one hour?,56 NM,85 NM,176 NM,88 NM,2,,
Flight Plan,"If CAS is 190 kts,Altitude 9 000 ft. Temp. ISA -10 °C,True Course (TC) 350°,W/V 320/40,distance from departure to destination is 350 NM,endurance 3 hours,and actual time of departure is 1105 UTC. The Point of Equal Time (PET) is reached at:",1 203 UTC,1 213 UTC,1 221 UTC,1 233 UTC,2,,
Flight Plan,Find the distance from waypoint 3 (WP 3) to the critical point. Given:<br>Distance from WP 3 to WP 4: 750 NM<br>TAS out: 430 kts<br>TAS return: 425 kts<br>Tailwind component out: 30 kts<br>Headwind component return: 40 kts,375 NM,408 NM,403 NM,342 NM,4,,
Flight Plan,"On an ATC flight plan,an aircraft indicated as ""H"" for HEAVY:",has a certified Landing Mass greater than or equal to 136 000 kg.,requires a runway length of at least 2000 m at Maximum Certified Take-off Mass.,has a certified Take-Off Mass greater than or equal to 136 000 kg.,has a certified Take-Off Mass greater than or equal to 140 000 lbs.,3,,
Flight Plan,"In the ATS flight plan item 15 (cruising speed),when not expressed as a Mach number,cruising speed is expressed as:",TAS,CAS,ground speed,IAS,1,,
Flight Plan,"On an ATC flight plan,the letter Y is used to indicate that the flight is carried out under the following flight rules:",IFR followed by VFR.,VFR followed by IFR.,VFR.,IFR.,1,,
Flight Plan,"In the appropriate box of a flight plan form,corresponding to the estimated time of departure,the time indicated is that at which the aircraft intends to:",pass the departure beacon.,start-up.,take-off.,go off blocks.,4,,
Flight Plan,"In the ATS flight plan item 13,in a flight plan submitted before departure,the departure time entered is the:",allocated slot time.,estimated off-block time.,estimated take-off time.,estimated time over the first point enroute.,2,,
Flight Plan,"When an ATS flight plan is submitted for a flight outside designated ATS routes,points included in item 15 (route) should not normally be at intervals of more than:",1 hour flying time or 500 km.,30 minutes flying time or 370 km.,15 minutes flying time or 100 km.,20 minutes flying time or 150 km.,2,,
Flight Plan,An aircraft has:<br><br>Maximum Certificated Take-off Mass: 137 000 kg<br>Actual Take-off Mass: 135 000 kg<br><br>Which wake turbulence category should be entered in item 9 of the ATS flight plan?,Medium (M).,Medium/Heavy (M/H).,Heavy (H).,Heavy/Medium (H/M).,3,,
Flight Plan,"In the appropriate box of a flight plan,for endurance,one must indicate the time corresponding to:",the required fuel for the flight plus the alternate and 45 minutes.,the total usable fuel on board minus reserve fuel.,the required fuel for the flight.,the total usable fuel on board.,4,,
Flight Plan,"On an ATC flight plan,to indicate that you will overfly the waypoint TANGO at 350 kts at flight level 280,you will write:",TANGO / K0350 FL280,TANGO / FL280 N0350,TANGO / KT350 F280,TANGO / N0350 F280,4,,
Flight Plan,"The maximum permissible Take-off Mass of an aircraft for the ""L"" wake turbulence category on a flight plan is:",7 000 kg,2 700 kg,10 000 kg,5 700 kg,1,,
Flight Plan,"In the ATC flight plan item 7,for a radio equipped aircraft,the identifier must always:",include the aircraft registration marking.,include an indication of the aircraft type.,include the operating agency designator.,be the RTF callsign to be used.,4,,
Flight Plan,"For the purposes of item 9 (wake turbulence category) of the ATS flight plan,an aircraft with a maximum certificated Take-off Mass of 62 000 kg is:",light (L).,heavy (H).,unclassified (U).,medium (M).,4,,
Flight Plan,If no ICAO identifier has been attributed to an alternate airport (box 16) of a flight plan form:,write ZZZZ in box 16 and indicate in box 18 (additional information) ALTN/ followed by the name of the airport.,write ZZZZ in box 16 and indicate in box 18 (additional information) DEST/ followed by the name of the airport.,write XXXX in box 16 and indicate in box 18 (additional information) ALTN/ followed by the name of the airport.,write XXXX in box 16 and indicate in box 18 (additional information) DEST/ followed by the name of the airport.,1,,
Flight Plan,The navigation plan reads:<br>Trip Fuel: 100 kg<br>Flight time: 1 hr 35 min<br>Taxi fuel: 3 kg<br>Block Fuel: 181 kg<br><br>The endurance on the ICAO flight plan should read:,2 hrs 04 min,1 hr 35 min,2 hrs 52 min,2 hrs 49 min,4,,
Flight Plan,On a flight plan you are required to indicate in the box marked SPEED the planned speed for the first part of the cruise or for the entire cruise. This speed is:,the true airspeed.,the equivalent airspeed.,the estimated ground speed.,the indicated airspeed.,1,,
Flight Plan,"In an ATS flight plan item 15,in order to define a position as a bearing and distance from a VOR,the group of figures should consist of:","full name of VOR,true bearing and distance in kilometres.","VOR ident,magnetic bearing and distance in kilometres.","VOR ident,true bearing and distance in kilometres.","VOR ident,magnetic bearing and distance in nautical miles.",4,,
Flight Plan,"If your destination airport has no ICAO indicator,in the appropriate box of your ATC flight plan,you write:",////,XXXX,AAAA,ZZZZ,4,,
Flight Plan,"In the event that SELCAL is prescribed by an appropriate authority,in which section of the ATS flight plan will the SELCAL code be entered?",Route.,Aircraft identification.,Equipment.,Other information.,4,,
Flight Plan,"In the appropriate box of a flight plan form,concerning equipment,the letter to be used to indicate that the aircraft is equipped with a mode A 4096 codes transponder with altitude reporting capability is:",A,C,P,S,2,,
Flight Plan,"When completing an ATS flight plan for a flight commencing under IFR but possibly changing to VFR,the letters entered in item 8 (flight rules) would be:",Y,X,N/S,G,1,,
Flight Plan,"For an ATC flight plan filed before the flight,the indicated time of departure is:",the estimated off-block time.,the estimated time of take-off.,the time overhead the first reporting point after take-off.,the time at which the flight plan is filed.,1,,
Flight Plan,"In the ATS flight plan,for a non-scheduled flight which of the following letters should be entered in item 8 (type of flight):",N,N/S,X,G,1,,
Flight Plan,Which of the following statements is (are) correct with regard to the operation of flight planning computers?<br>1) The computer can file the ATC flight plan.<br>2) In the event of inflight re-routing the computer produces a new plan.,Neither statement.,Statement 1 only.,Both statements.,Statement 2 only.,2,,
Flight Plan,"On a VFR flight plan,the total estimated time is:","the estimated time from take-off to overhead the destination airport,plus 15 minutes.",the estimated time required from take-off to arrive over the destination airport,the estimated time from take-off to landing at the alternate airport.,the estimated time from engine start to landing at the destination airport.,2,,
Flight Plan,Which of the following statements is (are) correct with regard to the advantages of computer flight plans?<br>1) The computer can file the ATC flight plan.<br>2) Wind data used by the computer is always more up-to-date than that available to the pilot.,Neither statement.,Both statements.,Statement 2 only.,Statement 1 only.,4,,
Flight Plan,"Prior to an IFR flight,when filling in the ICAO flight plan,the time information which should be entered in box 16 ""Total estimated time"" is the time elapsed from:",taxiing until the IAF (Initial Approach Fix) of the destination aerodrome.,take-off until reaching the IAF (Initial Approach Fix) of the destination aerodrome.,taxi-out prior to take-off until taxiing after landing.,take-off until landing.,2,,
Flight Plan,"In the ATS flight plan item 10 (equipment),the letter to indicate the carriage of a serviceable transponder - mode A (4 digits-4096 codes) and mode C,is:",A,P,B,C,4,,
Flight Plan,"When a pilot fills in a flight plan,he/she must indicate the wake turbulence category. This category is a function of which mass?",Actual Take-off Mass.,Maximum certified Take-off Mass.,Actual Landing Mass.,Estimated Take-off Mass.,2,,
Flight Plan,"Which of the following statements is (are) correct with regard to computer flight plans?<br>1) The computer takes account of bad weather on the route and adds extra fuel.<br>2) The computer calculates alternate fuel sufficient for a missed approach,climb,cruise,descent and approach and landing at the destination alternate.",Statement 2 only.,Neither statement.,Statement 1 only.,Both statements.,1,,
Flight Plan,"The ""Estimated Total Time"" in block 16 of a VFR flight plan is the estimated time:",required by the aircraft from take-off to arrive overhead the destination airport.,of endurance at cruising power taking into account pressure and temperature on that day.,required by the aircraft from brake release at take-off until landing.,required by the aircraft from the moment it moves by its own power until it stops at the end of the flight (block time).,1,,
Flight Plan,"When completing an ATS flight plan for a European destination,clock times are to be expressed in:",local mean time.,UTC.,central European time.,local standard time.,2,,
Flight Plan,"In the ATS flight plan item 15,when entering a route for which standard departure (SID) and standard arrival (STAR) procedures exist:",STARS should be entered but not SIDs.,neither SID nor STAR should be entered.,SIDs should be entered but not STARs.,both should be entered in the ATS plan where appropriate.,4,,
Flight Plan,"When completing an ATS flight plan,an elapsed time (item 16) of 1 hrs 55 min should be entered as:",115,115M,1H55,155,4,,
Flight Plan,"In the ATS flight plan item 19,if the number of passengers to be carried is not known when the plan is ready for filing:",an estimate may be entered but that number may not subsequently be exceeded.,"""TBN"" (to be notified) may be entered in the relevant box.",the plan may not be filed until the information is available.,the plan should be filed with the relevant box blank.,2,,
Flight Plan,The cruising speed to write in the appropriate box (15) of an ATS flight plan is:,true airspeed.,indicated airspeed.,calibrated airspeed.,ground speed.,1,,
Flight Plan,"In the ATS flight plan Item 15,a cruising speed of 90 kts will be entered as:",N090,KN090,N0090,090KT,3,,
Flight Plan,The navigation plan reads:<br><br>Trip Fuel: 136 kg<br>Flight time: 2 hrs 45 min<br>Calculated reserve fuel: 30% of Trip Fuel<br><br>Fuel in tank is minimum (no extra fuel on board)<br>Taxi fuel: 3 kg<br><br>The endurance on the ICAO flight plan should read:,3 hrs 38 min,2 hrs 45 min,2 hrs 49 min,3 hrs 34 min,4,,
Flight Plan,An aircraft plans to depart London at 1000 UTC and arrive at Munich (EDDM) at 1215 UTC. In the ATS flight plan Item 16 (destination / EET) should be entered with:,EDDM 1 415.,EDDM 1 215.,EDDM 2H15.,EDDM 215.,4,,
Flight Plan,"For a repetitive flight plan (RPL) to be used,flights must take place on a regular basis on at least:",20 occasions.,30 occasions.,10 occasions.,50 occasions.,3,,
Flight Plan,Repetitive flight plans (RPLs) shall be used for flights operated regularly on the same day(s) of consecutive weeks and:,on at least ten (10) occasions or every day over a period of at least 10 consecutive days.,on at least 20 occasions.,on at least 20 days consecutively.,on at least ten (10) occasions or every day over a period of at least 20 consecutive days,1,,
Flight Plan,"A repetitive flight plan (RPL) is filed for a scheduled flight: Paris Orly to Angouleme,Paris Orly as alternate. Following heavy snow falls,Angouleme airport will be closed at the expected time of arrival. The airline decides before departure to plan a re-routing of that flight to Limoges.",The RPL must be cancelled for that day and a specific flight plan has to be filed.,The pilot-in-command must advise ATC of his intention to divert to Limoges at least 15 minutes before the planned time of arrival.,"The airline's Operations Department has to transmit a change in the RPL at the ATC office,at least half an hour before the planned time of departure.",It is not possible to plan another destination and the flight has to be simply cancelled that day (scheduled flight and not chartered).,1,,
Flight Plan,Change from IFR to VFR will always take place only:,when the aircraft is leaving controlled airspace during VMC.,on the initiative of the aircraft commander.,as instructed by an air traffic control unit.,"at the clearance limit,irrespective of the weather conditions.",2,,
Flight Plan,From the options given below select those flights which require ATC flight plan notification:<br>1) any Public Transport flight.<br>2) any IFR flight.<br>3) any flight which is to be carried out in regions which are designated to ease the provision of the Alerting Service or the operations of Search and Rescue.<br>4) most cross-border flights.<br>5) any flight which involves overflying water.,"2,4","3,4,5","1,5","1,2,3",1,,
Flight Plan,"It is possible,in flight,to:<br>1) file an IFR flight plan.<br>2) modify an active IFR or VFR flight plan.<br>3) cancel an active VFR flight plan.<br>4) close an active VFR flight plan.<br>Which of the following combinations contains all of the correct statements?","1,2,3","1,2,4","1,2,3,4","2,3,4",3,,
Flight Plan,"If a pilot lands at an aerodrome other than the destination aerodrome specified in the flight plan,he must ensure that the ATS unit at the destination aerodrome is informed within a certain number of minutes of his planned ETA at destination. This number of minutes is:",10,45,15,30,4,,
Flight Plan,The appropriate ATS unit has to be informed in case of inadvertent changes from a Flight plan:,if the time estimate for the next reporting point is found to be in error in excess of more than ten minutes from that notified to ATS.,about any deviation in TAS.,if the average TAS at cruising level varies or is expected to vary by Â±5% from that given in the flight plan.,about any track deviation.,3,,
Flight Plan,Changing of flight rules from IFR to VFR is possible:,if instructed by ATC as long as VMC is forecast during the next 60 minutes.,if the commander so requests.,if instructed by ATC as long as VMC is forecast during the next 30 minutes.,only when leaving controlled airspace.,2,,
Flight Plan,"During a flight,a change from instrument flight rules (IFR) to visual flight rules (VFR) is only acceptable,when VFR is permitted in that airspace and when:",the position of the change has been noted on the ATC flight plan. The cancellation of the IFR flight will then be made automatically by ATC.,the PIC has requested and obtained an ATC CLR for the change and has filed a special VFR flight plan.,"the change is initiated by the PIC with a message containing the specific expression ""cancelling my IFR flight"".",ATC invites the PIC to change from IFR to VFR.,3,,
Flight Plan,"In the event of a delay for an uncontrolled flight for which an ATS flight plan has been submitted,the flight plan should be amended or a new ATS flight plan submitted and the old one canceled,when the delay exceeds the:",estimated off-block time by 30 minutes.,estimated off-block time by 60 minutes.,estimated departure time by 30 minutes.,estimated departure time by 60 minutes.,2,,
Flight Plan,How many hours in advance of departure time should a flight plan be filed in the case of flights into areas subject to air traffic flow management (ATFM)?,0:10 hours.,3:00 hours.,1:00 hour.,0:30 hours.,2,,
Flight Plan,An aeroplane is on an IFR flight. The flight is to be changed from IFR to VFR. Is it possible?,"Yes,but only with permission from ATC.","No,you have to remain IFR in accordance to the filed flight plan.","Yes,the pilot in command must inform ATC using the phrase ""cancelling my IFR flight"".","No,only ATC can order you to do this.",3,,
Flight Plan,The planned departure time from the parking area is 1815 UTC. The estimated take-off time is 1825 UTC. The IFR flight plan must be filed with ATC at the latest at:,1715 UTC,1755 UTC,1725 UTC,1745 UTC,1,,
Flight Plan,"In the event of a delay of a controlled flight,the submitted ATS flight plan should be amended or canceled and a new ATS flight plan submitted when the delay is in excess of:",60 minutes of the estimated time of departure.,30 minutes of the estimated off-blocks time.,60 minutes of the estimated off-blocks time.,30 minutes of the estimated time of departure.,2,,
Flight Plan,Pilots of controlled flights are requested to inform the appropriate ATS whenever the average TAS at cruising level between reporting points varies or is expected to vary from the TAS given in the flight plan by:,7%,3%,5%,2%,3,,
Flight Plan,During an IFR flight TAS and time estimate for the next reporting point appear to deviate from the data in the flight plan. In order to conform to PANS-RAC the deviations should be reported to ATC as soon as they are in excess of:,TAS 5% and time 2 minutes.,TAS 10 kts and time 2 minutes.,TAS 5 kts and time 5 minutes.,TAS 3% and time 3 minutes.,1,,
Flight Plan,"In the event that a controlled flight inadvertently deviates from its track given in the current ATS Flight Plan,action should be taken in order to:","Maintain VMC,wait for instructions from the appropriate ATS unit.","Climb or descent by 500 ft,inform the appropriate ATS unit.",Notify the appropriate ATS unit immediately notifying the new track and to comply with instructions from ATS.,Adjust the heading of aircraft to regain track as soon as practicable.,4,,
Flight Plan,Which of the following statements regarding filing a flight plan is correct?,A flight plan should be filed when a national FIR boundary will be crossed.,Any flight plan should be filed at least 10 minutes before departure.,In case of ATFM (Air Traffic Flow Management) the flight plan should be filed at least three hours in advance of the EOBT.,A flying college can file repetitive flight plan for VFR flights.,3,,
Flight Plan,"For flights in accordance with IFR within advisory airspace,an ATS Flight plan:",shall be submitted. There is no obligation to report changes.,does not have to be submitted.,"may be submitted at the pilot's discretion. In case a flight plan is submitted,all changes shall be reported as soon as practicable to the appropriate ATS unit.",shall be submitted. Changes to the flight plan have to be reported.,4,,
Flight Plan,A current flight plan is a:,flight plan in the course of which radio communication should be practised between aeroplane and ATC.,filed flight plan with amendments and clearance included.,filed flight plan.,flight plan with the correct time of departure.,2,,
Flight Plan,"You have a flight plan IFR from Amsterdam to London. In the flight plan it is noted that you will deviate from the ATS route passing the FIR boundary Amsterdam/London. The airway clearance reads ""Cleared to London via flight planned route"". Which of the following statements is correct?",It is not allowed to file such a flight plan.,You will get a separate clearance for the deviation.,The filed deviation is not accepted.,The route according to the flight plan is accepted.,4,,
Flight Plan,"When an ATS flight plan has been submitted for a controlled flight,the flight plan should be amended or cancelled in the event of the off-block time being delayed by:",45 minutes or more.,30 minutes or more.,60 minutes or more.,90 minutes or more.,2,,
Flight Plan,"In the ATS flight plan item 15,it is necessary to enter any point at which a change of cruising speed takes place. For this purpose a CHANGE OF SPEED is defined as:",20 kts or Mach 0.05 or more.,20 km/h or Mach 0.1 or more.,10% TAS or Mach 0.05 or more.,5% TAS or Mach 0.01 or more.,4,,
Flight Plan,Given:<br>Cruise: FL370<br>Mach: 0.74<br>OAT: -47°C<br><br>The TAS is:,428 kts,434 kts,415 kts,424 kts,2,,
Flight Plan,Minimum planned take-off fuel is 160 kg. This amount includes a fuel reserve which equals to 30% of the trip fuel. Assume the groundspeed on this trip is constant. When the aeroplane has done half the distance the remaining fuel is 70 kg. Is diversion to a nearby alternate necessary?,"Diversion to a nearby alternate is not necessary,because it is allowed to calculate without reserve fuel.","Diversion to a nearby alternate is necessary,unless the captain decides to continue on his own responsibility.","Diversion to a nearby alternate is necessary,because the remaining fuel is not sufficient.","Diversion to a nearby alternate is not necessary,because the reserve fuel has not been used completely.",3,,
Flight Plan,"An aircraft is in cruising flight at FL095 and TAS 155 kts. The pilot intends to descend at 500 ft/min to arrive overhead the MAN VOR at 2,000 ft (QNH 1030 hPa). The TAS remains constant in the descent,wind is negligible,temperature standard. At which distance from MAN should the pilot commence the descent?",45 NM,41 NM,38 NM,48 NM,2,,
Flight Plan,The still air distance in the climb is 189 Nautical Air Miles (NAM) and time 30 minutes. What ground distance would be covered in a 30 kts headwind?,188 NM,193 NM,174 NM,203 NM,3,,
Flight Plan,"During a flight the fuel indicators show that the remaining amount of fuel is 100 lbs after 38 minutes. The total take-off fuel at departure was 160 lbs. For the alternate fuel,30 lbs is necessary. The planned fuel for taxi was 13 lbs. Final reserve fuel is estimated at 50 lbs. If the fuel flow remains the same,how many minutes can be flown to the destination with the remaining fuel?",44 minutes.,12 minutes.,63 minutes.,4 minutes.,2,,
Flight Plan,"An aircraft is flying at MACH 0.84 at FL330. The static air temperature is -48 °C and the headwind component 52 kts. At 1338 UTC the controller requests the pilot to cross the meridian of 030°W at 1500 UTC. Given the distance to go is 570 NM, the reduced Mach number should be:",0.80,0.72,0.78,0.76,1,,
Flight Plan,For a planned flight the calculated fuel is as follows:<br><br>Flight time: 3 hrs 6 min<br>Taxi fuel: 8 kg<br>Block Fuel: 118 kg<br><br>Reserve fuel is 30% of the Planned Trip fuel. How much trip fuel should remain after 2 hours flight time?,30 kg.,45 kg.,27 kg.,39 kg.,1,,
Flight Plan,"In the cruise at FL155 at 260 kts TAS,the pilot plans for a 500 ft/min descent in order to fly overhead MAN VOR at 2000 feet (QNH 1030). TAS will remain constant during descent,wind is negligible,temperature is standard. The pilot must start the descent at a distance from MAN of:",130 NM,140 NM,120 NM,110 NM,3,,
Flight Plan,For a planned flight the calculated fuel is as follows:<br><br>Flight time: 2 hrs 42 min<br>Taxi fuel: 9 kg<br>Block Fuel: 136 kg<br><br>Reserve fuel is 30% of the Planned Trip fuel. How much trip fuel should remain after 1 hr 30 min of flight time?,25 kg.,43 kg.,54 kg.,33 kg.,2,,
Flight Plan,"After flying for 16 min at 100 kts TAS with a 20 kts tailwind component,you have to return to the airfield of departure. You will arrive after. (Note: include a standard rate turn of 3°/sec in your calculations)",21 min.,25 min.,11 min 40 sec.,17 min.,2,,
Flight Plan,"You are flying a constant compass heading of 252°. Variation is 22°E,deviation is 3°W and your INS is showing a drift of 9° to the right. True track is?",224°,280°,262°,242°,2,,
Flight Plan,"An aircraft flying at 7 500 ft is cleared to descend to be level at 1 000 ft,6 NM before reaching a beacon. If ground speed is 156 kts and Rate of Descent is 800 ft/min,how many miles before the beacon should descent begin?",15.0 NM,11.1 NM,27.1 NM,30.2 NM,3,,
Flight Plan,"Flight planning chart for an aeroplane states,that the time to reach the cruising level at a given gross mass is 36 minutes and the distance travelled is 157 NM (zero-wind). What will be the distance travelled with an average tailwind component of 60 kts?",193 NM,128 NM,228 NM,157 NM,1,,
Flight Plan,"A multi engine piston aeroplane is on an IFR flight. The fuel plan gives a Trip Fuel of 65 US gallons. The alternate fuel,final reserve included,is 17 US gallons. Contingency fuel is 5% of the Trip Fuel. The usable fuel at departure is 93 US gallons. At a certain moment the fuel consumed according to the fuel gauges is 40 US gallons and the distance flown is half of the total distance. Assume that fuel consumption does not change. Which statement is right?",At departure the reserve fuel was 28 US gallons.,At destination the required reserves remain intact.,The remaining fuel is not sufficient to reach the destination with reserves intact.,At the destination there will still be 30 US gallons in the tanks.,3,,
Flight Plan,"An aeroplane flies at an airspeed of 380 kts. It flies from A to B and back to A. Distance AB = 480 NM. When going from A to B,it experiences a headwind component = 60 kts. The wind remains constant. The duration of the flight will be:",2 hrs 35 min,2 hrs 10 min,3 hrs 00 min,2 hrs 32 min,1,,
Flight Plan,For a planned flight the calculated fuel is as follows:<br><br>Flight time: 2 hrs 42 min<br>Block Fuel: 136 kg<br>Taxi fuel: 9 kg<br><br>Reserve fuel is 30% of the Planned Trip fuel. How much trip fuel should remain after 2 hrs of flight?,25 kg,33 kg,97 kg,39 kg,1,,
Flight Plan,An aircraft flight planning chart states that the time to reach FL190 at a given gross mass is 22 minutes with a still air distance of 66 NM. What will be the distance travelled with a average headwind component of 35 kts?,79 NM,85 NM,53 NM,61 NM,3,,
Flight Plan,For a planned flight the calculated fuel is as follows:<br>Trip fuel: sufficient for a planned flight time of 5 hrs 10 min<br>Reserve fuel: 30% of the planned trip fuel<br>Start up and taxi fuel: 25 kg<br>Block Fuel: 645 kg<br><br>The remaining flight time to destination is 1 h 50 min. The minimum fuel aboard to cover the rest of the flight is:,169 kg,337 kg,220 kg,312 kg,4,,
Flight Plan,A sector distance is 450 NM long. The TAS is 460 kts. The wind component is 50 kts tailwind. What is the still air distance?,414 Nautical Air Miles (NAM).,511 Nautical Air Miles (NAM).,406 Nautical Air Miles (NAM).,499 Nautical Air Miles (NAM).,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - ESBJERG - chart 19-2<br>What are the dimensions of runway 08/26 at Esbjerg?,8 530 ft x 45 ft.,8 530 m x 45 m.,2 600 ft x 148 ft.,2 600 m x 45 m.,2,,
Flight Plan,Refer to figure ED6-VFR_d<br>Have a look at the attached chart section and find the distance from airfield VILSHOFEN via airfield SONNEN to airfield FϋRSTENZELL:,38 NM,46 NM,69 NM,35 NM,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6 Name the frequency of TANGO VORTAC (48°37'N 009°16'E):,118.80 MHz,118.60 MHz,112.50 MHz,422 kHz,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - VFR Area Chart 10-1V<br>What is the correct frequency to contact Scottish Information when overhead reporting point 'BANCHORY' to the southwest of Aberdeen Airport?,135.17,119.87,126.25,134.10,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Flying from EDTM MENGEN airport (48°03'N 009°22'E) to EDPJ LAICHINGEN airport (48°30'N 009°38'E). Find magnetic course and the distance.,"Magnetic course 022°, distance 28 NM.","Magnetic course 022°, distance 44 NM.","Magnetic course 202°, distance 28 NM.","Magnetic course 202°, distance 44 NM.",1,,
Flight Plan,Refer to Jeppesen Training Route Manual - ATHINA (Hellinikon) - chart 29-1<br>The callsign and frequency to use to obtain start up clearance is:,ATIS 123.40.,Approach 119.10.,Ground 121.70.,Tower 118.10.,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - VFR Area Chart 10-1V<br>What is the elevation of the highest ground within the boundary of the Aberdeen Control Zone?,2 105 ft,2 025 ft,1 733 ft,1 245 ft,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - Esbjerg Area chart (19:1) <br> What is the track and distance shown on the chart from VOR/DME SKR (55°13.8'N 009°12.9'E) to overhead Esbjerg (55°31.6'N 008°33.2'E)?,308° (M) / 29 km.,308° (T) / 29 NM.,308° (M) / 29 NM.,308° (T) / 29 km.,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What navigation or communications facilities are at 48°23'N 008°39'E?,VORTAC,NDB,VOR/DME,VOR,4,,
