category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,The VHF omnirange (VOR) uses the following wavelengths:,metric,centimetric,decimetric,hectometric,1,,
RNAV,Which of the following errors is associated with the use of VOR?,Scalloping.,Night effect.,Coastal refraction.,Quadrantal error.,1,,
RNAV,An aircraft is situated at 30°N 005°E with a magnetic variation of 10°W. A VOR is located at 30°N 013°E with a magnetic variation of 15°W. The aircraft is situated on the VOR radial:,101°,281°,287°,256°,3,,
RNAV,Which frequency band is used by VOR transmissions?,UHF,HF,VHF,SHF,3,,
RNAV,The three main components of VOR airborne equipment are:,"receiver, antenna, display","receiver, phase comparator, range gate","demodulator, antenna, CDU","display, pulse generator, phase comparator",1,,
RNAV,"An aircraft is flying a heading of 245° towards a VOR at FL300. The HSI displays a ""selected course"" of 255° with a TO- indication. The variation at the VOR is 15°E. Variation at the aircraft position is 16°E and the deviation is +1°. When the pilot keeps the CDI on the left inner dot on a display with two dots on either side:",the aircraft will pass north of the VOR.,the aircraft will pass south of the VOR.,the VOR will be approached along radial 080.,the VOR will be approached along radial 070.,4,,
RNAV,Given:<br><br>Aircraft heading 160° (M)<br>Aircraft is on radial 240° from a VOR<br>Selected course on HSI is 250°<br><br>The HSI indications are deviation bar:,behind the aeroplane symbol with the TO flag showing.,behind the aeroplane symbol with the FROM flag showing.,ahead of the aeroplane symbol with the FROM flag showing.,ahead of the aeroplane symbol with the TO flag showing.,2,,
RNAV,Which statement is correct with respect to the different types of VOR?,A VOT is located along an airway with the purpose to provide an in-flight check of the airborne equipment.,A CVOR is primarily used for instrument approaches.,A TVOR has a limited range.,A DVOR is less accurate than a CVOR.,3,,
RNAV,"In order to measure the radial from a VOR, the aircraft VOR receiver:",measures the phase difference between the reference phase and the variable phase of the signal.,measures the time difference between sending the interrogation signal and receiving the transponder signal.,measures the time difference between reception of the two signals transmitted from the ground installation.,uses pulse technique to determine the radial.,1,,
RNAV,The VOR system is limited to about 1° of accuracy. One degree at 200 NM represents a width of:,3.0 NM,2.5 NM,2.0 NM,3.5 NM,4,,
RNAV,The principle used in VOR bearing measurement is:,beat frequency discrimination.,phase comparison.,envelope matching.,difference in depth of modulation.,2,,
RNAV,You are on a compass heading of 090° on the 255 radial from a VOR. You set the course 190° on your OBS. The deviation bar will show:,full scale deflection right with a FROM indication.,full scale deflection left with a FROM indication.,full scale deflection left with a TO indication.,full scale deflection right with a TO indication.,2,,
RNAV,TVOR is a:,high power VOR in the frequency range 108 MHz - 112 MHz.,low power DVOR in the frequency range 112 MHz - 118 MHz.,VOR with a limited range used in the terminal area.,test VOR transmitting such a signal that the reference and variable signal are always in phase.,3,,
RNAV,An aircraft is required to approach a VOR via the 104° radial. Which of the following settings should be made on the VOR/ILS deviation indicator?,284° with the FROM flag showing.,104° with the FROM flag showing.,104° with the TO flag showing.,284° with the TO flag showing.,4,,
RNAV,Two aircraft are located on the same radial but at (arbitrary) different distances from a VOR-station. Which statement is true?,"At a certain moment of time, the phase of the reference signals is unequal and the phase of variable signals is equal for both aircraft.","At a certain moment of time, both the phase of the reference signals and of the variable signals are unequal for both aircraft.","At a certain moment of time, the phase of the reference signals is equal and the phase of variable signals is unequal for both aircraft.","At a certain moment of time, both the phase of the reference signals and of the variable signals are equal for both aircraft.",2,,
RNAV,Given:<br><br>VOR station position: 61°N 025°E (variation 13°E)<br>Aircraft position: 59°N 025°E (variation 20°E)<br><br>What VOR radial is the aircraft on?,160°,347°,193°,167°,4,,
RNAV,"The OBS is set to 235°. The indications of the VOR are half scale deflection left and ""TO"". The aircraft is on the radial:",240°,050°,230°,060°,2,,
RNAV,In which situation will speed indications on an airborne Distance Measuring Equipment (DME) most closely represent the groundspeed of an aircraft flying at FL400?,When tracking directly away from the station at a range of 10 NM.,When passing abeam the station and within 5 NM of it.,"When overhead the station, with no change of heading at transit.",When tracking directly towards the station at a range of 100 NM or more.,4,,
RNAV,The effect of masking the DME antenna of the aircraft from the ground installation is that Interruption of reception of DME signals results in:,The Airborne installation switching to the memory mode for about 10 to 15 seconds.,The ground installation not sending any pulse pairs.,The signal controlled search circuit (SCS) blanking the DME display.,The airborne equipment switching directly to the search mode.,1,,
RNAV,"During a flight at FL260, a pilot does not receive any DME distance indication from a DME station located approximately 220 NM away. The reason for this is that the:",altitude is too high.,aeroplane is circling around the station.,aeroplane is below the line of sight altitude.,range of a DME system is always less than 200 NM.,3,,
RNAV,Why can DME stations only send out distance information to approximately 100 aircraft at a time?,Aircraft are sending out 12 ppps and a DME station is only able to process around 1 200 ppps.,A DME ground station can only monitor 100 aircraft at a time.,A DME ground station is only able to process 2 700 ppps.,A DME ground station is only able to process 100 ppps.,3,,
RNAV,"Of what use, if any, is a military TACAN station to civil aviation?","It can provide a magnetic bearing.","It can provide DME distance.","It is of no use to civil aviation.","It can provide a DME distance and magnetic bearing.",2,,
RNAV,"The ident of a DME in case of collocation with a VOR is as follows: In 30 seconds the DME ident comes up 3 times at an audio frequency of 1 350 Hz. The DME ident comes up every 10 seconds at an audio frequency of 1 020 Hz.","In 40 seconds the DME ident will sound once.","In case of collocation the DME ident is not necessary if the VOR ident is present.","Option C","Option D",1,,
RNAV,The aircraft DME receiver is able to accept replies to its own transmissions and reject replies to other aircraft interrogations because:,pulse pairs are amplitude modulated with the aircraft registration.,aircraft interrogation signals and transponder responses are 63 MHz removed from each other.,transmission frequencies are 63 MHz different for each aircraft.,the time interval between pulse pairs is unique to that particular aircraft.,4,,
RNAV,The reason for using different frequencies for transmitting and receiving in the DME system:,is to prevent self-triggering of the receiving equipment by the transmitter.,is to prevent overload of the system.,is to permit more channels in the system.,is to avoid the reception in the aircraft of signals referring to other aircraft.,1,,
RNAV,Which statement about the interrogation by the DME interrogator is correct?,The interrogation does not start before pulse-pairs of the tuned DME station are received.,"The interrogation starts when the interrogator has been warmed up sufficiently, whether pulse-pairs are received or not.",The interrogation starts directly after the correct DME frequency has been selected on the frequency-selecting-panel by the pilot.,The interrogation can only take place if the Echo Protection Circuit has been locked.,1,,
RNAV,Distance Measuring Equipment (DME) operates in the:,UHF band and uses two frequencies.,UHF band and uses one frequency.,VHF band and uses the principle of phase comparison.,SHF band and uses frequency modulation techniques.,1,,
RNAV,Given<br>Aircraft flying at FL 240<br>DME indication (without altitude correction): 8 NM<br>Calculate the ground distance to the beacon:,6.5 NM,7.5 NM,7.0 NM,7.3 NM,3,,
RNAV,What is the function of the Echo Protection Circuit (EPC)?,The EPC has to protect the transponder-receiver against reflected pulse-pairs.,"The EPC has to detect if the interrogator-receiver has been locked on, by reflected pulse-pairs.",The EPC has to detect if pulse-pairs reflected by the ionosphere are interfering with directly received pulse-pairs.,The EPC has to detect if unwanted squitter-pulses are interfering with the wellfunctioning of the interrogator-receiver.,2,,
RNAV,"Which aircraft will be denied first, if the number of pulse pairs received by a DME transponder exceeds the maximum number possible?",The aircraft from which the weakest pulse pares are received.,The aircraft which is flying at the lowest altitude.,The aircraft which is flying at the greatest distance from the DME station.,The smallest aircraft using the DME station for distance measurement.,1,,
RNAV,"A DME station is located 1 000 feet above MSL. An aircraft flying at FL370 in ISA conditions which is 15 NM away from the DME station, will have a DME reading of:",16 NM,17 NM,14 NM,15 NM,1,,
RNAV,"Given:<br><br>Aircraft position 34°15'N 098°E, magnetic variation 28°W, FL 280.<br>PTC VOR/DME position 36°12'N 098°E, magnetic variation 13°E.<br><br>In order to read the most accurate ground speed given by the DME receiver from his present position, the pilot must fly on which PTC radial?",167°,332°,Aircraft will not receive DME information from PTC due to the line of sight rule.,193°,1,,
RNAV,The time taken for the transmission of an interrogation pulse by a Distance Measuring Equipment (DME) to travel to the ground transponder and return to the airborne receiver was 2000 microseconds. The slant range from the ground transponder was:,158 NM,296 NM,315 NM,186 NM,1,,
RNAV,"How can a DME interrogator distinguish between its own reply pulse-pairs and the reply pulse-pairs of other aircraft in the area, using the same DME station?","The DME-transponder uses a slightly different, randomly varying, delay for each interrogating aircraft.","The time-interval between both pulses of consecutive pulse-pairs transmitted by the interrogator varies, for each interrogator, in a unique pattern.",On the Y-channel the time-interval between the pulses of an interrogator pulse-pair is 36 msec and of a transponder pulse-pair 30 msec.,"The Pulse Repetition Frequency of the pulse-pairs transmitted by the interrogator varies, for each interrogator, in a unique rhythm.",4,,
RNAV,Which one is the most correct statement regarding a DME system?,"Its maximum range is within ""line of sight"", and maximum approx. 200 NM.",It has unlimited range due to ground wave propagation.,It operates on the principle of phase comparison.,It operates in the VHF frequency band.,1,,
RNAV,Which one of the statements below is correct regarding the DME?,The DME operating frequencies are in the UHF frequency band.,The DME ground station is always co-located with a VOR station.,Two lines of position obtained from two different DME's give an unambiguous fix.,The indicated distance is the ground distance measured from the aircraft's projected position on the ground to the DME ground installation.,1,,
RNAV,"Regarding the DME system, which one of the following statements is true?",DME operates in the VHF frequency band.,The DME measures the phase difference between the reference and variable phase signals to calculate the distance.,The transponder reply carrier frequency differs by 63 MHz from that of the interrogation signal.,When passing overhead the DME station the DME will indicate 0.,3,,
RNAV,An aircraft DME receiver does not lock on to its own transmissions reflected from the ground because:,DME transmits twin pulses.,they are not on the receiver frequency.,DME uses the UHF band.,the pulse recurrence rates are varied.,2,,
RNAV,The indicated range from a DME station is:,0 when passing overhead the station.,ground range only if the beacon is co-located with VOR.,ground range.,slant range.,4,,
RNAV,The DME (Distance Measuring Equipment) operates in the following frequency range:,962 to 1 213 MHz.,329 to 335 MHz.,108 to 118 MHz.,962 to 1 213 kHz.,1,,
RNAV,The aircraft DME receiver cannot lock on to interrogation signals reflected from the ground because:,aircraft transmitter and DME ground station are transmitting on different frequencies.,DME pulse recurrence rates are varied.,reflections are subject to doppler frequency shift.,DME transmits twin pulses.,1,,
RNAV,A typical DME frequency is:,1 000 kHz,1 300 MHz,1 000 MHz,113.55 MHz,3,,
RNAV,Which of the following will give the most accurate calculation of aircraft ground speed?,A VOR station sited on the flight route.,An ADF sited on the flight route.,A VDF station sited across the flight route.,A DME station sited on the flight route.,4,,
RNAV,What is true about the interrogation pulse transmission sequence of a DME system installed on board an aircraft?,It is the same from interrogation to interrogation.,It is assigned to an aircraft for registration purposes.,"It changes, corresponding to the slant range.",It changes from interrogation to interrogation.,4,,
RNAV,"By selecting one VHF frequency, in the range of 108 to 112 MHz, on the NAV receiver:",rho-theta information from a terminal VOR/DME can be obtained.,theta-theta information from enroute VOR's can be obtained.,rho-rho information from an ILS/DME can be obtained.,rho-theta information from an enroute VOR/DME station can be obtained.,1,,
RNAV,The DME line of position is a circle with radius at:,the slant range and centre the aircraft.,the ground distance and centre the DME station.,the ground distance and centre the aircraft.,the slant range and centre the DME station.,2,,
RNAV,"Given:<br><br>Aircraft position 36°15'S 178°E, magnetic variation 21°W, FL 310.<br>UEB VOR/DME position 36°15'S 178°W, magnetic variation 21°E.<br><br>In order to read the most accurate ground speed on the DME receiver from his present position, the pilot must fly which UEB radial?",111°,291°,249°,069°,3,,
RNAV,For a conventional DME facility Beacon Saturation will occur whenever the number of simultaneous interrogations exceeds,80,60,100,200,3,,
RNAV,The selection of the DME frequency for a ILS/DME installation is as follows:,The DME frequency is paired with the localizer frequency so only the localiser frequency is set.,When an ILS/DME is flown then selection of the DME has always to be done manually.,The pilot has to insert the channel number and also the X or Y.,The DME frequency has to be selected by the pilot.,1,,
RNAV,A VOR and DME are co-located. You want to identify the DME by listening to the Morse code identifier (call sign). Having heard the same Morse identifier 4 times in 40 seconds the:,DME Morse ident is the one with the higher pitch that was broadcast only once.,VOR and DME Morse idents were the same and broadcast with the same pitch.,"DME Morse ident was not transmitted, the distance information is sufficient proof of correct operation.",DME Morse ident is the one with the lower pitch that was broadcast several times.,1,,
RNAV,With respect to the principle of distance measurement using DME can be stated that:<br>1) the interrogation signal is transmitted on the same frequency as the reply signal.<br>2) the DME station always has a transponder delay of 50 milliseconds.<br>3) the time between the pulse pairs of the interrogation signal is at random.<br>4) in the search mode more pulse pairs per second are transmitted than in the tracking mode.<br>Which of the above given statements are correct?,"3, 4","1, 2, 3, 4","2, 3, 4","1, 2",1,,
RNAV,The accuracy of a DME:,decreases with increase of range.,is approximately Â± 2 NM.,is approximately Â± 0.5 NM.,increases with increase of altitude.,1,,
RNAV,The reason for using different frequencies for the airborne and ground equipment of a DME is:,that side lobes can be suppressed by the Side Lobe Suppressor (SLS).,to avoid second trace returns when a DME is more than 200 NM away.,to prevent that DME interrogation pulse pairs being received by the aircraft after reflection on the earth surface.,that more DME frequencies are available for different beacons.,3,,
RNAV,"The design requirements for DME 'N' stipulate that, at a range of 100 NM, the maximum systematic error should not exceed:",Â±3 NM,Â±1.25 NM,Â±1.5 NM,Â±0.25 NM,3,,
RNAV,The operating principle of a DME is the measurement of the:,time between the transmission and reception of radio pulses.,frequency change between the emitted wave and reflected wave.,phase difference between emitted wave and reflected wave.,frequency of the reflected wave.,1,,
RNAV,ICAO specifications are that range errors indicated by Distance Measuring Equipment (DME) should not exceed:,Â±0.25 NM plus 1.25% of the distance measured.,Â±0.5 NM or 3% of the distance measured whichever is the greater.,Â±0.25 NM plus 3% of the distance measured up to a maximum of 5 NM.,Â±1.25 NM plus 0.25% of the distance measured.,1,,
RNAV,The identification of a DME in combination with a collocated VOR is as follows:,The DME ident will repeat three times every period of 30 seconds.,Every 30 seconds the DME ident will be repeated.,In a period of 40 seconds the DME ident will be heard once on an audio frequency of 1350 Hz.,The VOR ident and DME ident are the same and no difference can be heard.,3,,
RNAV,"An aircraft at FL300, with a ground speed of 300 kts, is about to pass overhead a DME station at MSL. The DME receiver is capable of determining ground speed. One minute before the overhead, DME speed and distance indications are respectively:",300 kts and 5 NM.,less than 300 kts and 7 NM.,300 kts and 7 NM.,less than 300 kts and 5 NM.,2,,
RNAV,The localiser transmits in:,both UHF and VHF bands.,the UHF band.,the VHF band.,the HF band.,3,,
RNAV,The ILS receiver of an aircraft on approach and flying on the glidepath will receive:,the same modulation frequency signals from both lobes with the maximum of magnitude.,the maximum magnitude of the difference between the two amplitudes.,no modulated signal because the two lobes cancel each other along the centerline.,the modulation from both lobes at equal depth.,4,,
RNAV,35 MHz can only be:,an ILS frequency.,a VOR frequency.,an ATC frequency.,a NDB frequency.,1,,
RNAV,On what carrier frequency does the inner marker transmit?,3 000 Hz.,Same frequency as the glide path.,75 MHz.,Same frequency as the localizer.,3,,
RNAV,"Every 10 kts decrease in ground speed, on a 3° ILS glide path, will require an approximate:",increase in the aircraft's rate of descent of 50 ft/min.,decrease in the aircraft's rate of descent of 100 ft/min.,decrease in the aircraft's rate of descent of 50 ft/min.,increase in the aircraft's rate of descent of 100 ft/min.,3,,
RNAV,The ILS marker with the highest aural frequency is the:,locator.,middle marker.,outer marker.,inner marker.,4,,
RNAV,If the (angular) displacement of an aircraft (with respect to the localiser centerline) doubles (e.g. from 1° to 2°) the measured Difference in Depth of Modulation:,increases fourfold.,is halved.,remains unchanged.,doubles.,4,,
RNAV,"Concerning the glidepath principle of operation in an ILS, the difference in depth of modulation (DDM) will:",decrease with linear displacement above or below the glidepath.,increase from center position to half full scale of the needle of the indicator and decrease until full scale of the needle.,increase with displacement above or below the glidepath.,increase with displacement above the glidepath and decrease with displacement below the glidepath.,3,,
RNAV,The ILS marker identified visually by an blue flashing light is the:,middle marker.,outer marker.,locator.,inner marker.,2,,
RNAV,What is measured in order to establish aircraft position in relation to the localizer beam on an ILS?,The difference in time between the 90 Hz modulation and the 150 Hz modulation.,The bearing to the localizer antenna found by means of a loop antenna.,The difference in phase between the 90 Hz modulation and the 150 Hz modulation.,The difference in depth between the 90 Hz modulation and the 150 Hz modulation.,4,,
RNAV,The ILS marker identified visually by a white flashing light is the:,outer marker.,middle marker.,inner marker.,locator.,3,,
RNAV,"One of the possible disturbances of the ILS signal is ""scalloping"". Which statement is correct?",Scalloping are minor changes or bends which can be followed by the aircraft.,Scalloping are major changes or bends in the approach path which can not be followed by the aircraft.,Scalloping causes rapid indicator changes from side to side of the intended approach path which can not be followed by the aircraft.,Scalloping are rapid changes or bends which can be followed by the aircraft.,3,,
RNAV,The audio frequency modulation of the inner marker (if available) shall be keyed as follows:,a continuous series of alternate dots and dashes.,2 dashes per second continuously.,"3 dashes, 3 dots and 3 dashes per second continuously.",6 dots per second continuously.,4,,
RNAV,What approximate rate of descent is required in order to maintain a 3° glide path at a ground speed of 90 kts?,450 ft/min.,400 ft/min.,550 ft/min.,650 ft/min.,1,,
RNAV,Which range facility associated with the ILS may be identified by a two-letter identification group?,Glide path.,Outer marker.,Inner marker.,Locator.,4,,
RNAV,The ILS marker with the lowest aural frequency is the:,inner marker (if available).,middle marker.,outer marker.,centreline marker.,3,,
RNAV,ILS transmitters use the:,VHF band only.,UHF band only.,"VHF, UHF and HF bands.",UHF and VHF bands.,4,,
RNAV,In which frequency band does an ILS glide slope transmit?,EHF,SHF,VHF,UHF,4,,
RNAV,"Concerning the localiser principle of operation in an ILS, the needle of the aircraft indicator is centred when the difference in depth of modulation (DDM) is:",less than 90 Hz.,more than 150 Hz.,null.,maximum.,3,,
RNAV,"Concerning the localiser principle of operation in an ILS system, the difference in depth of modulation (DDM):<br>1) decreases with respect to the angular displacement from the centerline.<br>2) increases with right displacement from the centerline.<br>3) decreases with left displacement from the centerline.<br>4) increases linearly with displacement from the centreline.<br>The combination regrouping all the correct statements is:","2, 4","1, 4","1, 3","2, 3",1,,
RNAV,What are the modulation frequencies of the two overlapping lobes that are used on an ILS approach?,"90 Hz;150 Hz.","63 MHz; 123 MHz.","75 kHz; 135 kHz.","328 MHz; 335 MHz.",1,,
RNAV,"Assuming a five dot display on either side of the ILS localiser cockpit display, what is the angular displacement of the aircraft from the localiser centreline when the CDI is deflected 2 dots to the right?",1° to the right.,2° to the right.,2° to the left.,1° to the left.,4,,
RNAV,Which answer states the typical distances along the centerline of the runway of the various ILS components?,"Localizer transmitter: 100 meter behind end of runway; Glide path transmitter. 100 meter behind threshold; Middle Marker. 1 000 meter from threshold; Outer Marker. 4 NM from threshold","Localizer transmitter: 300 meter behind end of runway; Glide path transmitter. 300 meter behind threshold; Middle Marker. 1 000 meter from threshold: Outer Marker. 4 NM from threshold","Localizer transmitter. 100 meter behind end of runway; Glide path transmitter: 100 meter behind threshold; Middle Marker. 1.5 NM from threshold; Outer Marker. 10 NM from threshold","Localizer transmitter. 300 meter behind end of runway; Glide path transmitter: 300 meter behind threshold; Middle Marker. 1.5 NM from threshold; Outer Marker. 10 NM from threshold",2,,
RNAV,"On an ILS approach, when flying overhead the outer marker the color of the flashing light will be:",green.,blue.,white.,amber.,2,,
RNAV,The ILS marker identified audibly by a series of dots (6/sec.) is the:,locator.,outer marker.,middle marker.,inner marker.,4,,
RNAV,Full deflection on a glide slope indicator indicates that the aircraft is:,1.25° above or below the correct glide path.,0.7° above or below the correct glide path.,2.5° above or below the correct glide path.,0.5° above or below the correct glide path.,2,,
RNAV,"What is the color sequence of lights when passing over an Outer, Middle and Inner Marker beacon when flying an ILS approach?",Blue - Amber - White.,Blue - Green - White.,White - Amber - Blue.,Amber - White - Green.,1,,
RNAV,The ILS marker with an aural frequency of 3 000 Hz is the:,centreline marker.,inner marker (if available).,outer marker.,middle marker.,2,,
RNAV,The Glide Path antenna is located on the side of the runway approximately:,200 m before the threshold.,300 m beyond the threshold.,200 m beyond the ILS reference point.,300 m from the far end of the runway.,2,,
RNAV,The audio frequency modulation of the middle marker shall be keyed as follows:,6 dots per second continuously.,"a continuous series of alternate dots and dashes, the dashes keyed at the rate of 2 dashes per second, and the dots at the rate of 6 dots per second.","3 dashes, 3 dots and 3 dashes per second continuously.",2 dashes per second continuously.,2,,
RNAV,The Instrument Landing System (ILS) uses the following wavelengths:,hectometric,centimetric,metric,decimetric,3,,
RNAV,"Where, in relation to the runway, is the ILS localiser transmitting aerial normally situated?",On the non-approach end of the runway about 300 m from the runway on the extended centreline.,At the non-approach end about 150 m to one side of the runway and 300 m along the extended centreline.,At the approach end of the runway about 300 m from touchdown on the centreline.,At the approach end about 150 m to one side of the runway and 300 m from touchdown.,1,,
RNAV,The UHF band is assigned to the:<br>1) locator.<br>2) localiser.<br>3) outer marker.<br>4) glide path.<br>The combination that regroups all the correct statements is:,"3, 4","1, 3",4,1,3,,
RNAV,Classify the marker from lower aural frequency to higher aural frequency:<br>1) Inner marker (if available)<br>2) Middle marker<br>3) Outer marker,"1, 3, 2","2, 1, 3","1, 2, 3","3, 2, 1",4,,
RNAV,What is the approximate angular coverage of reliable navigation information for a 3° ILS glide path out to a distance of 10 NM?,1.35° above the horizontal to 5.25° above the horizontal and 8° each side of the localiser centerline.,3° above and below the glide path and 10° each side of the localiser centerline.,0.45° above the horizontal to 1.75° above the glide path and 8° each side of the localiser centerline.,0.7° above and below the glide path and 2.5° each side of the localiser centerline.,1,,
RNAV,"In an ILS system, concerning the glidepath principle of operation, the difference in depth of modulation (DDM):<br>1) decrease with angular displacement below the glidepath.<br>2) increase with angular displacement above the glidepath.<br>3) decrease with angular displacement above the glidepath.<br>4) increase with angular displacement below the glidepath.<br>The combination regrouping all the correct statements is:","1, 4","2, 3","1, 3","2, 4",4,,
RNAV,The UHF band is the assigned frequency band of the:,all the 3 ILS marker beacons.,ILS glide path transmitter.,outer marker beacon.,ILS localiser transmitter.,2,,
RNAV,The principle of operation of an ILS is:,modulation of the ILS frequency by the amplitude of two modulating signal.,the difference between the frequencies of the two tones.,the difference in depth of modulation.,the phase comparison.,3,,
RNAV,ILS produces:,a radiation pattern which is amplitude modulated by a 90 Hz and a 150 Hz signal.,two lobes modulated in frequency by a 90 Hz and a 150 Hz signal.,a 90 Hz lobe and a 150 Hz lobe which are amplitude modulated by the VHF frequency of the ILS.,a radiation pattern which is amplitude modulated by the VHF frequency of the ILS.,1,,
RNAV,The amplitude modulation and the colour of an outer marker (OM) light is:,"400 Hz, amber.","400 Hz, blue.","1 300 Hz, blue.","1 300 Hz, amber.",2,,
RNAV,The transmission of the glide slope beacon is characterised by a:,300 to 3 000 Hz Amplitude modulation for the ATIS.,VHF frequency modulated with a 90 Hz AM and 150 Hz AM navigation signal.,UHF carrier frequency with a possible voice ident.,UHF frequency with a minimum range of 10 NM.,4,,
RNAV,"An aircraft tracking to intercept the Instrument Landing System (ILS) localiser inbound on the approach side, outside the published ILS coverage angle:",will not normally receive signals.,can expect signals to give correct indications.,will receive signals without identification coding.,may receive false course indications.,4,,
RNAV,Full scale deflection of the localiser needle indicates that the aircraft is approximately:,2.5° offset from the localiser centerline.,5° offset from the localiser centerline.,10° offset from the localiser centerline.,1.25° offset from the localiser centerline.,1,,
RNAV,"On final on an ILS approach, you are flying overhead the outer marker. You can expect to be at:",4 NM from the threshold.,10 NM from the threshold.,1 NM from the threshold.,25 NM from the threshold.,1,,
RNAV,The rate of descent required to maintain a 3.25° glide slope at a groundspeed of 140 kts is approximately.,760 ft/min.,670 ft/min.,700 ft/min.,850 ft/min.,1,,
RNAV,The back CRS of an ILS may give:,non-precision approach guidance for the main approach runway.,precision approach guidance for the main approach runway.,precision approach guidance for the reciprocal of the main approach runway.,non-precision approach guidance for the reciprocal of the main approach runway.,4,,
RNAV,Which of the following is correct regarding false beams on the ILS glide path?,False beams will only be found more than 10° to the left or to the right of the localiser centreline.,False beams will only be found below the correct glide path.,False beams will only be found above the correct glide path.,False beams are only present when flying a back-beam ILS approach.,3,,
RNAV,What approximate rate of descent is required in order to maintain a 3° glide path at a groundspeed of 120 kts?,550 ft/min.,800 ft/min.,950 ft/min.,600 ft/min.,4,,
RNAV,Which of the following correctly describes the Instrument Landing System (ILS) localiser radiation pattern?,Two overlapping lobes on the same VHF carrier frequency.,A pencil beam comprising a series of smaller beams each carrying a different modulation.,Two overlapping lobes on the same UHF carrier frequency.,Two overlapping lobes on different radio carrier frequencies but with the same modulation.,1,,
RNAV,"Performing an ILS approach, you will fly overhead the markers in an specific order. This order is:","OM, MM, IM (if available).","IM (if available), MM, OM.","OM, IM (if available), MM.","MM, IM (if available), OM.",1,,
RNAV,Which of the following is an ILS localiser frequency?,110.20 MHz,108.25 MHz,109.15 MHz,112.10 MHz,3,,
RNAV,Beam bends in the ILS approach path are:,"curves in the glide path that are visible on the indicator, but change too fast to be followed by large aircraft.",curves in the normal approach procedure because of noise abatement.,slight curves that can be followed by large aircraft.,curved approaches made with the aid of the instrument landing system.,3,,
RNAV,What is the effect of FM broadcast stations that transmit on frequencies just below 108 MHz on the performance of ILS.,These transmissions may interfere with the ILS localizer signal which may lead to erroneous localizer deviation indication.,These transmissions may interfere with the ILS localizer and glide path signals which may lead to erroneous deviation indications.,These transmissions may activate the FM immune filter which results in the appearance of the localizer and glide path failure flag.,These transmissions may activate the FM immune filter which results in the appearance of the localizer failure flag.,1,,
RNAV,Instrument Landing Systems (ILS) Glide Paths provide azimuth coverage ___ each side of the localiser centerline to a distance of ___ NM from the threshold.,"35°; 25","5°; 8","8°; 10","25°; 17",3,,
RNAV,What is the audio frequency of the inner marker?,1 300 Hz,400 Hz,75 MHz,3 000 Hz,4,,
RNAV,"The basic principle of operation of the ILS is the difference in depth of modulation (DDM) between the two lobes:<br>1) if the aircraft strays right, the higher tone lobe will be received at a higher intensity than the lower tone lobe.<br>2) a DDM of zero indicates the exact runway centerline.<br>3) the depth of modulation increases away from the centerline.<br>4) a DDM of zero indicates a balance between modulations.<br>The combination that regroups all the correct statements is:","2, 3, 4","1, 3","2, 3","1, 2, 3, 4",4,,
RNAV,Outer marker beacons of an ILS transmit at:,75 Hz.,75 MHz.,90 MHz.,150 MHz.,2,,
RNAV,If you are on an ILS approach and in case your glide slope indicator shows a deviation of more than half scale (aircraft below glide path):,you should commence a go-around because obstacle clearance is no longer ensured.,you may keep on flying the approach if you are on centreline.,there will be significant beam bends encountered.,you maintain pitch until you regain the desired glide slope.,1,,
RNAV,"In an ILS, concerning the localiser principle of operation, the difference in depth of modulation (DDM) will:",decrease with displacement from the centerline.,increase from center position to half full scale of the needle of the indicator and decrease until full scale of the needle.,increase with displacement from the centerline.,increase with left displacement from the centerline and decrease with right displacement from the centerline.,3,,
RNAV,"The heading rose of an HSI is frozen on 200°. When the aircraft is lined up on the centerline of the ILS localiser for runway 25, the localiser needle will be:",centered with the fail flag showing.,right of the center.,left of the center.,centered.,4,,
RNAV,Outer marker transmits on 75 MHz and is modulated by an aural frequency of:,3000 Hz,2000 Hz,400 Hz,1300 Hz,3,,
RNAV,Regarding ILS which of the following is true?,The DME paired with ILS channels are usually zero referenced next to the departure end of the runway.,The localiser part of frequency band is shared with the DME.,The glide path transmitter is located 300m from the departure end of the runway.,All markers transmit at 75 MHz.,4,,
RNAV,Consider the back beam of a localizer antenna:,It is a false beam and cannot be used.,It can be received with a UHF receiver for non-precision approaches.,It can be used as a published non-precision approach.,It can be used as a published precision approach.,3,,
RNAV,The basic principle of operation of the ILS is the difference in depth of modulation (DDM) between the 90 Hz and 150 Hz lobes. A DDM of zero indicates:<br>1) the higher tone lobe is received at a higher strength than the lower tone lobe.<br>2) the exact runway centreline.<br>3) the aircraft is on the glidepath.<br>4) a balance between modulations.,"2, 3","2, 3, 4","1, 3","1, 2, 4",2,,
RNAV,The ILS receiver of an aircraft flying down the exact runway centreline will receive:,no modulated signal because the left and the right lobes cancel each other along the centerline.,90 Hz and 150 Hz lobes at equal depth.,the maximum magnitude of the difference between the 90 Hz and 150 Hz amplitudes.,the same frequency modulated signal from both lobes with the maximum of magnitude.,2,,
RNAV,All ILS marker beacons transmit at:,90 MHz.,75 MHz.,150 MHz.,It depends on the modulating frequency.,2,,
RNAV,"On final on ILS approach, at 0.6 NM from the threshold, which marker are you likely to hear?",The inner marker (if available).,The middle marker.,The outer marker.,No markers can be located at this distance.,2,,
