category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Performance,Explain the effect of a stopway/clearway on the allowed take-off mass and appropriate V1 when using an unbalanced field.,"If there is a clearway and no stopway the take-off mass can be higher than the balanced field take-off mass, and the appropriate V1 needs to be higher than V1balanced.","If there is a stopway and no clearway the take-off mass can be higher than the balanced field take-off mass, and the appropriate V1 needs to be higher than V1balanced.","If there is a stopway and no clearway the take-off mass must be lower than the balanced field take-off mass, and the appropriate V1 needs to be lower than V1balanced.","If there is a clearway and no stopway the take-off mass must be lower than the balanced field take-off mass, and the appropriate V1 needs to be higher than V1balanced.",2,,
Performance,An airplane takes off from a runway which is contaminated with compressed snow. What happens to the take-off and stop distances?,TODR increases and ASDR decreases.,TODR remains the same and ASDR increases.,TODR and ASDR decrease.,TODR decreases and ASDR increases.,2,,
Performance,An airplane takes off from a runway which is contaminated with compressed snow. What happens to the TODA and ASD?,"TODA increases, ASD increases","TODA remains constant, ASD decreases","TODA remains constant, ASD increases","TODA decreases, ASD increases",3,,
Performance,Which statement is correct?,V_R is the speed at which rotation should be initiated.,V_R is the lowest climb speed after engine failure.,In case of engine failure below V_R the take-off should be aborted.,V_R is the lowest speed for directional control in case of engine failure.,1,,
Performance,The requirements with regard to take-off flight path and the climb segments are only specified for:,the failure of the critical engine on an multi-engine aeroplane.,the failure of two engines on a multi-engined aeroplane.,the failure of any engine on a multi-engined aeroplane.,2 engined aeroplane.,1,,
Performance,What is true if the take-off mass of an aeroplane is increased?,The TOD decreases.,V1 increases.,A tail strike can occur.,V2min decreases.,2,,
Performance,"Which of the following statements, concerning the obstacle limited Take-off Mass for performance class A aeroplane, is correct?",It should not be corrected for 30° bank turns in the take-off path.,It should be determined on the basis of a 35 ft obstacle clearance with respect to the 'net take-off flight path'.,It cannot be lower than the corresponding climb limited Take-off Mass.,It should be calculated in such a way that there is a margin of 50 ft with respect to the 'net take-off flight path'.,2,,
Performance,Which statement about the balanced/unbalanced field concept is correct?,If TODA = TODR then V1 = V1_balanced = balanced field.,A balanced field cannot contain a clearway.,If TOD > ASD then V1 > V1_balanced = unbalanced field.,If TOD > ASD then V1 < V1_balanced = unbalanced field.,4,,
Performance,Field length is balanced when:,all engine acceleration to V1 and braking distance for rejected take-off are equal.,calculated V2 is less than 110% VMCA and V1.,one engine acceleration from V1 to VLOF plus flare distance between VLOF and 35 feet are equal.,take-off distance available equals accelerate stop distance available.,4,,
Performance,Which of the following statements with regard to the actual acceleration height at the beginning of the 3rd climb segment is correct?,The minimum value according to regulations is 400 ft.,The minimum value according to regulations is 1000 ft.,A lower height than 400 ft is allowed in special circumstances e.g. noise abatement.,"There is no legal minimum value, because this will be determined from case to case during the calculation of the net flight path.",1,,
Performance,Which of the following represents the minimum for V1?,VMCG,VR,VMU,VLOF,1,,
Performance,"For a take-off from a contaminated runway, which of the following statements is correct?",Dry snow is not considered to affect the take-off performance.,"A slush covered runway must be cleared before take-off, even if the performance data for contaminated runway is available.","The greater the depth of contamination at constant Take-off Mass, the more V1 has to be decreased to compensate for decreasing friction.","The take-off performance data is generally determined by the manufacturers by calculation, only a few values are verified by flight tests.",4,,
Performance,"Take-off performance data, for the ambient conditions, show the following limitations with flap 10° selected:<br>Runway limit: 5270 kg<br>Obstacle limit: 4630 kg<br>Estimated Take-off Mass: 5000 kg<br>Considering a take-off with flaps at:","5°, both limitations are increased.","20°, both limitations are increased.","5°, the obstacle limit is increased but the runway limit decreases.","20°, the obstacle limit is increased but the runway limit decreases.",3,,
Performance,Which statement is true when calculating take-off data for a class a aeroplane and if the reverse thrust is inoperative?,The CLTOM will decrease.,The ASDA will decrease in case of wet and dry runways.,The ASD will increase if the runway is wet.,The TOD will increase.,3,,
Performance,A higher pressure altitude at ISA temperature:,has no influence on the allowed Take-off Mass.,decreases the take-off distance.,decreases the field length limited Take-off Mass.,increases the climb limited Take-off Mass.,3,,
Performance,The 1st segment of the take-off flight path ends:,at completion of gear retraction.,at 35 ft above the runway.,at completion of flap retraction.,at reaching Vâ‚‚.,1,,
Performance,The take-off safety speed V2 for two-engine or three-engine turbo propeller powered aeroplanes may not be less than:,1.3 Vs,1.15 Vs,1.13 VSR,1.15 VSI,3,,
Performance,"What is likely to happen during take-off if a pilot uses a ""dry V1"" in wet runway conditions?",In case of an aborted take-off procedure the airplane would not exceed the ASDA because V1 dry considers a safety margin for wet conditions.,In case of an aborted take-off procedure the airplane would not exceed the ASDA because V1 wet and V1 dry are always the same.,In case of an aborted take-off procedure the airplane would exceed the ASDA because the anti-skid system would be adjusted to dry conditions.,In case of an aborted take-off procedure the airplane would exceed the ASDA because braking action would be lower.,4,,
Performance,"If the anti-skid system is inoperative, which of the following statements is true?",The accelerate-stop distance decreases.,Take-off with anti-skid inoperative is not permitted.,The accelerate-stop distance increases.,It has no effect on the accelerate-stop distance.,3,,
Performance,Which statement about the balanced/unbalanced field concept is correct?,If TOD < ASD then Vâ‚ > Vâ‚balanced = unbalanced field.,If TOD > ASD then Vâ‚ > Vâ‚balanced = unbalanced field.,If TOD > ASD then Vâ‚ < Vâ‚balanced = unbalanced field.,A balanced field cannot contain a stopway.,1,,
Performance,"Given:<br><br>Vs = Stalling speed<br>VMCA = Air minimum control speed<br>VMU = Minimum unstick speed (disregarding engine failure)<br>V? = Take-off decision speed<br>Vg = Rotation speed<br>V2 MIN = Minimum take-off safety speed<br>VLOF = Lift-off speed<br><br>The correct formula is:","Vs < VMCA < V2 min","VR<VMCA < VLOF","V2 MIN < VMCA > VMU","VMU VMCA < V1",1,,
Performance,"In the event of engine failure below V1, the first action to be taken by the pilot in order to decelerate the aeroplane is to:",reduce the engine thrust.,reverse engine thrust.,deploy airbrakes or spoilers.,apply wheel brakes.,1,,
Performance,Which statement regarding V1 is correct?,"When determining V1, reverse thrust may only be used on the remaining symmetric engines.",VR may not be lower than V1.,V1 may not be higher than VMCG.,The correction for up-slope on the balanced V1 is negative.,2,,
Performance,V2 has to be equal to or higher than:,1.1 VSO,1.15 VR,1.1 VMCA,1.15 VMCG,3,,
Performance,"The rate of climb of a class a aeroplane is 740 ft/min, TAS = 200 kts, headwind = 15 kts. What is the minimum gross gradient during the take-off climb?",4.00 %,1.25 %,1.15 %,3.70 %,4,,
Performance,The requirements of the take-off net flight path for a Class A aeroplane assume:,the failure of any engine of a multi-engined aeroplane at VR.,the failure of any engine of a multi-engined aeroplane at VEF.,the failure of two engines of a three-engined or four-engined aeroplane at VEF.,the failure of the critical engine of a multi-engined aeroplane at VEF.,4,,
Performance,"During certification test flight for a turbojet aeroplane, the actual distance is measured of 1 747 m from brake release to a point equidistant between the point at which VLOF is reached and the point at which the aeroplane is 35 ft above the take-off surface. A further distance is measured of 1 950 m from brake release point to a point equidistant between VLOF and 35 ft, having simulated an engine failure at V1. The distance specified as being the aircraftâ€™s certificated value of the Take-off Run (TOR) is:",1 950 m,1 747 m,2 243 m,2 009 m,4,,
Performance,Reduced take-off thrust should normally not be used when:,anti skid is not usable.,the runway is wet.,it is dark.,the OAT is ISA +10 °C.,1,,
Performance,"What is the factor for class a aeroplanes, when determining the take-off distance and when considering a take-off from a dry runway with all engines operating?",1.00,1.15,1.35,0.70,2,,
Performance,When V1 has to be reduced because of a wet runway the one engine out obstacle clearance / climb performance:,increases / increases.,decreases / remains constant.,remains constant / remains constant.,decreases / decreases.,2,,
Performance,May anti-skid be considered to determine the take-off and landing data?,Yes.,Only for take-off.,Only for landing.,No.,1,,
Performance,During certification flight testing on a four engine turbojet aeroplane the actual take-off distances measured are:<br><br>3 050 m with failure of the critical engine recognised at V1<br>2 555 m with all engines operating and all other things being equal<br><br>The take-off distance adopted for the certification file is:,3513 m,2555 m,3050 m,2938 m,3,,
Performance,"If there is a tailwind, the climb limited TOM will:",increase in the flaps extended case.,not be affected.,increase.,decrease.,2,,
Performance,What is the advantage of a balanced field length condition?,A balanced field length gives the minimum required field length in the event of an engine failure.,"A balanced field length provides the greatest margin between ""net"" and ""gross"" take-off flight paths.",For a balanced field length the required take-off runway length always equals the available runway length.,A balanced take-off provides the lowest elevator input force requirement for rotation.,1,,
Performance,Does using engine bleed air affect the take-off performance?,"Yes, it increases the take-off performance.","No, it does not have an affect on the take-off performance.","No, it only affects the landing performance.","Yes, it decreases the take-off performance.",4,,
Performance,The speed V1 is defined as:,take-off decision speed.,take-off climb speed.,engine failure speed.,speed for best angle of climb.,1,,
Performance,Consider an airplane performance category A. Which of the following speeds below must not be exceeded by V1?,VMU,VMBE,VEF,VMCG,2,,
Performance,The climb limited Take-off Mass can be increased by:,a lower flap setting for take-off and selecting a higher V2.,selecting a lower V2.,selecting a lower V1.,selecting a lower VR.,1,,
Performance,Which of the following will decrease V1?,Inoperative flight management system.,Inoperative anti-skid.,Increased outside air temperature.,Increased Take-off Mass.,2,,
Performance,"What is the advantage of balancing V1, even in the event of a climb limited take-off?",The take-off distance required with one engine out at V1 is the shortest.,The climb limited Take-off Mass is the highest.,The safety margin with respect to the runway length is greatest.,The accelerate stop distance required is the shortest.,3,,
Performance,"The effect of increasing the flap setting, from zero to the recommended take-off setting, on the length of the Take-off Distance Required (TODR) and the Field-Length-Limited Take-off mass (TOM) is:",Increased TOD required and increased field length limited TOM.,Decreased TOD required and decreased field length limited TOM.,Increased TOD required and decreased field length limited TOM.,Decreased TOD required and increased field length limited TOM.,4,,
Performance,Given that:<br>V_EF = Critical engine failure speed<br>V_MCG = Ground minimum control speed<br>V_MCA = Air minimum control speed<br>V_MU = Minimum unstick speed<br>V_1 = Take-off decision speed<br>V_R = Rotation speed<br>V_2 MIN = Minimum take-off safety speed<br><br>The correct sequence of speeds is:,1.05 V_MCA â‰¤ V_EF â‰¤ V_1,V_MCG â‰¤ V_EF â‰¤ V_1,V_2 MIN â‰¤ V_EF â‰¤ V_MU,1.05 V_MCG < V_EF â‰¤ V_R,2,,
Performance,A twin engine jet aeroplane is flying at the minimum control speed with take-off thrust on both engines. The critical engine suddenly fails. After stabilising the engine failure transient which parameter(s) must be maintainable?,"Heading, altitude and a positive rate of climb of 100 ft/min.",Straight flight.,Straight flight and altitude.,Altitude.,2,,
Performance,Which of the following represents the maximum value for V1 assuming max tire speed and max brake energy speed are not limiting?,V2,VMCA,VR,VREF,3,,
Performance,"During certification flight testing of a transport aeroplane, the distances measured from brake release to the 35 feet point are equal to:<br>1547 m with all engines running<br>1720 m with failure of critical engine at V1, with all other things remaining unchanged<br><br>The take-off distance adopted for the certification file is:",1978 m,1720 m,1547 m,1779 m,4,,
Performance,The speed V_R:,must be equal to or lower than V_1.,is the speed at which rotation to the lift-off angle of attack is initiated.,must be higher than V_LOF.,must be higher than V_2.,2,,
Performance,Which of the following answers is true?,V1 > VR,V1 â‰¤ VR,V1 < VMCG,V1 > VLOF,2,,
Performance,Reduced take-off thrust should normally not be used when:,it is dark.,the runway is contaminated.,the runway is wet.,obstacles are present close to the end of the runway.,2,,
Performance,"On a segment of the take-off flight path an obstacle requires a minimum gradient of climb of 2.6% in order to provide an adequate margin of safe clearance. At a mass of 110000 kg the gradient of climb is 2.8%. For the same power and assuming that the sine of the angle of climb varies inversely with mass, at what maximum mass will the aeroplane be able to achieve the minimum gradient?",106425 kg,102150 kg,124808 kg,118455 kg,4,,
Performance,Given that the characteristics of a three engine turbojet aeroplane are as follows:<br><br>Thrust: 50 000 Newton / Engine<br>g: 10 m/sÂ²<br>Drag: 72 569 N<br>Minimum gross gradient (2nd segment): 2.7%<br><br>The maximum Take-off Mass under 2nd segment conditions is:<br>(SIN (Angle of climb) = (Thrust - Drag) / Weight),101 596 kg,286 781 kg,209 064 kg,74 064 kg,1,,
Performance,The engine failure take-off run is:,1.15 times the distance from the point of brake release to the point at which VLOF is reached assuming a failure of the critical engine at V1.,the distance of the point of brake release to a point equidistant between the point at which VLOF is reached and the point at which the aeroplane attains a height of 50 ft above the runway assuming a failure of the critical engine at V1.,the horizontal distance along the take-off path from the start of the take-off to a point equidistant between the point at which VLOF is reached and the point at which the aeroplane is 35 ft above the take-off surface.,1.5 times the distance from the point of brake release to a point equidistant between the point at which VLOF is reached and the point at which the aeroplane attains a height of 35 ft above the runway with all engines operative.,3,,
Performance,The value of V1 has to be equal to or higher than:,VMC,VR,VMCG,V2,3,,
Performance,"If you compare the following speeds with V1, which of them can be lower than V1?",VMU,VMBE,VLOF,maximum tyre speed,1,,
Performance,Take-off run is defined as the:,distance from brake release to V2.,horizontal distance along the take-off path from the start of the take-off to a point equidistant between the point at which VLOF is reached and the point at which the aeroplane is 35 ft above the take-off surface.,"distance to V1 and stop, assuming an engine failure at V1.",distance to 35 feet with an engine failure at V1 or 115% all engine distance to 35 feet.,2,,
Performance,How is wind considered in the take-off performance data of the aeroplane Operations Manuals?,Unfactored headwind and tailwind components are used.,"Since take-offs with tailwind are not permitted, only headwinds are considered.",Not more than 80% headwind and not less than 125% tailwind.,Not more than 50% of a headwind and not less than 150% of the tailwind.,4,,
Performance,"How does runway slope affect the field length limited Allowable Take-off Mass, assuming other factors remain constant and not limiting?",An uphill slope increases Take-off Mass.,A downhill slope decreases Allowable Take-off Mass.,A downhill slope increases Allowable Take-off Mass.,Allowable Take-off Mass is not affected by runway slope.,3,,
Performance,In case of an engine failure which is recognized at or above V1:,a height of 50 ft must be reached within the take-off distance.,the take-off should be rejected if the speed is still below VR.,the take-off must be continued.,the take-off must be rejected if the speed is still below VLOF.,3,,
Performance,"When an aircraft takes off with the mass limited by the TODA:<br>the ""balanced take-off distance"" equals 115% of the ""all engine take-off distance"".<br>the end of the runway will be cleared by 35 feet following an engine failure at V1.<br>the actual Take-off Mass equals the field length limited Take-off Mass.<br>the distance from brake release to V1 will be equal to the distance from V1 to the 35 feet point.","the ""balanced take-off distance"" equals 115% of the ""all engine take-off distance"".",the end of the runway will be cleared by 35 feet following an engine failure at V1.,the actual Take-off Mass equals the field length limited Take-off Mass.,the distance from brake release to V1 will be equal to the distance from V1 to the 35 feet point.,3,,
Performance,If the Take-off Mass of an aeroplane is brake energy limited a higher uphill slope would:,increase the maximum mass for take-off.,decrease the maximum mass for take-off.,have no effect on the maximum mass for take-off.,decrease the required take-off distance.,1,,
Performance,"Due to a pilot mistake, if on a particular flight the value of V1 used on take-off exceeds the correct value of V1, and an engine fails at a speed immediately above the correct value of V1 then:",V2 may be too high so that climb performance decreases.,it may lead to over-rotation.,the one-engine-inoperative take-off distance may exceed the take-off distance available.,the accelerate-stop distance will exceed the accelerate-stop distance available.,4,,
Performance,At which minimum height will the second climb segment end?,400 ft above field elevation.,1 500 ft above field elevation.,When gear retraction is completed.,35 ft above ground.,1,,
Performance,Which statement regarding V1 is correct?,V1 is not allowed to be greater than VMCG.,The V1 correction for up-slope is negative.,V1 is not allowed to be greater than VR.,"When determining the V1, reverse thrust is only allowed to be taken into account on the remaining symmetric engines.",3,,
Performance,Which of the following sequences of speed for a jet aeroplane is correct? (from low to high speeds),"Maximum endurance speed, maximum range speed, maximum angle of climb speed.","VS, maximum angle climb speed, maximum range speed.","Maximum endurance speed, long range speed, maximum range speed.","VS, maximum range speed, maximum angle climb speed.",2,,
Performance,Assume standard atmospheric conditions. An aeroplane is climbing and has passed its cross over altitude. During further climb the aeroplanes TAS will decrease while flying through the troposphere and:,thereafter decreases at the same rate while climbing through the tropopause.,thereafter decreases at a higher rate while climbing through the tropopause.,thereafter increases while climbing through the tropopause.,thereafter remain constant while climbing through the tropopause.,4,,
Performance,"A jet aeroplane is climbing at a constant IAS and maximum climb thrust, how will the climb angle / the pitch angle change?",Reduce / decrease.,Reduce / remain constant.,Remain constant / decrease.,Remain constant / become larger.,1,,
Performance,If the climb speed schedule is changed from 280/0.74 to 290/0.74 the new crossover altitude will be:,unchanged.,lower.,higher.,"higher or lower, depending on the aircraft.",2,,
Performance,"What happens to the drag of a jet aeroplane if, during the initial climb after take-off, constant IAS is maintained? (Assume a constant mass)",The drag decreases.,The drag remains almost constant.,The drag increases considerably.,The drag increases initially and decreases thereafter.,2,,
Performance,Which speed provides maximum obstacle clearance during climb?,The speed for maximum rate of climb.,The speed at which the excess of thrust available over thrust required is greatest.,V2 + 10 kts.,V2,2,,
Performance,Which speed provides maximum obstacle clearance during climb?,V2 + 10 kts.,V2.,The speed for which the ratio between rate of climb and forward speed is maximum.,The speed for maximum rate of climb.,3,,
Performance,"For a jet aeroplane, the maximum climb angle is achieved at a speed corresponding to:",the maximum CL/CD ratio.,the maximum CL/CD^2 ratio.,1.32 VMD.,1.37 VS.,1,,
Performance,Given a jet aircraft. Which order of increasing speeds in the performance diagram is correct?,"VS, Maximum range speed, VX.","VS, VX, Maximum range speed.","Maximum endurance speed, Maximum range speed, VX.","Maximum endurance speed, Long range speed, Maximum range speed.",2,,
Performance,A jet aeroplane is climbing with constant IAS. Which operational speed limit is most likely to be reached?,The Maximum operating Mach number.,The Minimum control speed air.,The Mach limit for the Mach trim system.,The Stalling speed.,1,,
Performance,You climb with a climb speed schedule 300/0.78. What do you expect in the crossover altitude 29 200 ft (OAT = ISA)?,The rate of climb increases as the constant IAS-climb is replaced by the constant Mach-climb.,During the acceleration to the Mach number 0.78 the rate of climb is approximately zero.,The rate of climb decreases since climb performance at a constant Mach number is grossly reduced as compared to constant IAS.,No noticeable effect since the true airspeed at 300 kts IAS and 0.78 Mach are the same (at ISA temperature TAS = 460 kts).,1,,
Performance,The approach climb requirement has been established so that the aeroplane will achieve:,"manoeuvrability during approach with full flaps and gear down, all engines operating.",obstacle clearance in the approach area.,manoeuvrability in the event of landing with one engine inoperative.,minimum climb gradient in the event of a go-around with one engine inoperative.,4,,
Performance,What happens to the climb performance if the temperature is getting higher?,The maximum climb angle will increase and the engine will not be flat-rated anymore.,Since density is decreasing the speed for the best angle of climb will decrease.,The maximum climb angle decreases because less thrust is available.,TAS increases therefore the maximum rate of climb also increases.,3,,
Performance,How does TAS vary in a constant Mach climb in the troposphere (assume ISA conditions)?,TAS increases.,TAS is not related to Mach Number.,TAS decreases.,TAS is constant.,3,,
Performance,"A four jet-engined aeroplane (mass 150 000 kg) is established on climb with all engines operating. The lift-to-drag ratio is 14. Each engine has a thrust of 75 000 Newtons. Given g = 10 m/s, the gradient of climb is:",7.86%,12.86%,27%,1.286%,2,,
Performance,For an aircraft climbing at a constant IAS and a constant mass the drag will:,increase initially and then decrease.,decrease.,remain almost constant.,increase considerably.,3,,
Performance,Explain the term cross over altitude which occurs during the climb speed schedule:,The cross over altitude is the only pressure altitude where a certain IAS/CAS matches the same Mach number in any atmospheric condition.,"At the cross over altitude during a climb with a constant speed, a constant IAS/CAS is changed to a constant Mach number.","At the cross over altitude during a climb with a constant speed, a constant Mach number is changed to a constant IAS/CAS.","At the cross over altitude during a climb with a constant IAS/CAS, the airplane has to be levelled off to achieve a desired Mach number.",2,,
Performance,If the climb speed schedule is changed from 290/0.74 to 280/0.74 the new crossover altitude will be:,lower.,higher.,influenced only by the aeroplane gross mass.,unchanged.,2,,
Performance,A jet aeroplane is climbing at constant Mach number below the tropopause. Which of the following statements is correct?,IAS increases and TAS decreases.,IAS increases and TAS increases.,IAS decreases and TAS increases.,IAS decreases and TAS decreases.,4,,
Performance,The danger associated with low speed and/or high speed buffet:,can be reduced by increasing the load factor.,has to be considered at take-off and landing.,limits the maneuvering load factor at high altitudes.,exists only above Mmo.,3,,
Performance,A stepped climb procedure is used on long-range flights:,"for airplanes with piston engines only, not for jet airplanes.",to fly as close to the tropopause as possible.,to remain as close to the optimum altitude as possible or to avoid severe turbulence.,only if the headwind is less or the tailwind is greater at higher altitudes.,3,,
Performance,"Which of the following factors determines the maximum flight altitude in the ""Buffet Onset Boundary"" graph?",Economy.,Service ceiling.,Theoretical ceiling.,Aerodynamics.,4,,
Performance,The thrust of a jet engine at constant RPM:,is inversely proportional to the airspeed.,increases in proportion to the airspeed.,is independent of the airspeed.,does not change with changing altitude.,2,,
Performance,The speed for maximum endurance:,is the lower speed to achieve 99% of maximum specific range.,is always lower than the speed for maximum specific range.,can either be lower or higher than the speed for maximum specific range.,is always higher than the speed for maximum specific range.,2,,
Performance,The maximum endurance speed for jet engined aircraft is corresponds to the:,speed for minimum drag (lowest point of the drag curve).,Mach number for maximum range.,speed where the ratio between TAS and Drag (TAS / Drag) is at maximum.,Mach number for long-range cruise.,1,,
Performance,The speed range between low speed buffet and high speed buffet,decreases with increasing mass and is independent of altitude.,increases with increasing mass.,is only limiting at low altitudes.,narrows with increasing mass and increasing altitude.,4,,
Performance,A jet aeroplane is flying long range cruise. How does the specific range / fuel flow change?,Decrease / increase.,Increase / increase.,Decrease / decrease.,Increase / decrease.,4,,
Performance,The long-range cruise speed is selected because:,it is the best speed for economy.,the higher speed to achieve 99% of maximum specific range in zero wind.,it is the cruise-climb speed for one or two engines inoperative.,it achieves the best specific range with a headwind.,2,,
Performance,Which data can be extracted from the Buffet Onset Boundary Chart?,The values of the Mach number at which low speed and Mach buffet occur at various masses and altitudes.,The value of maximum operating Mach number (Mmo) at various masses and power settings.,The value of the critical Mach number at various masses and altitudes.,The value of the Mach number at which low speed and shock stall occur at various weights and altitudes.,1,,
Performance,"During a cruise flight of a jet aeroplane at constant flight level and at the maximum range speed, the IAS / the drag will:",decrease / increase.,increase / decrease.,increase / increase.,decrease / decrease.,4,,
Performance,"A jet aeroplane equipped with old engines has a specific fuel consumption of 0.06 kg per Newton of thrust and per hour and, in a given flying condition, a fuel mileage of 14 kg per Nautical Mile. In the same flying conditions, the same aeroplane equipped with modern engines with a specific fuel consumption of 0.035 kg per Newton of thrust and per hour, has a fuel mileage of:",8.17 kg/NM.,14 kg/NM.,10.7 kg/NM.,11.7 kg/NM.,1,,
Performance,"With zero wind, the angle of attack for maximum range for an aeroplane with turbojet engines is:",equal to the angle of attack corresponding to zero induced drag.,equal to the angle of attack corresponding to maximum lift to drag ratio.,lower than the angle of attack corresponding to maximum endurance.,equal to the angle of attack corresponding to maximum endurance.,3,,
Performance,At a constant Mach number the thrust and the fuel flow of a jet engine:,are independent of outside air temperature (OAT).,increase with increasing altitude.,increase in inverse proportion to the ambient pressure at constant temperature.,decrease in proportion to the ambient pressure at constant temperature.,4,,
Performance,"At a given altitude, when a turbojet aeroplane mass is increased by 5%, assuming the engines specific consumption remains unchanged, its hourly consumption is approximately increased by:",10%,7.5%,5%,2.5%,3,,
Performance,"Why are step climbs used on long distance flights?,Step climbs are only justified if at the higher altitude less headwind or more tailwind can be expected.,To fly as close as possible to the optimum altitude as aeroplane mass reduces.,Step climbs do not have any special purpose for jet aeroplanes; they are used for piston engine aeroplanes only.,To respect ATC flight level constraints.",2,,
Performance,The optimum altitude:,is the altitude up to which cabin pressure of 8 000 ft can be maintained.,decreases as mass decreases.,is the altitude at which the specific range reaches its minimum.,increases as mass decreases and is the altitude at which the specific range reaches its maximum.,4,,
Performance,A jet aeroplane is flying below its optimum altitude. How does the specific range change when the altitude increases while flying with the speed for maximum range?,Does not change.,First increases than decreases.,Increases only if there is no wind.,Decreases.,2,,
Performance,Which statement with respect to the step climb is correct?,In principle a step climb is performed immediately after the aircraft has exceeded the optimum altitude.,A step climb provides better economy than a cruise climb.,Performing a step climb based on economy can be limited by the 1.3 g buffet onset requirements.,A step climb may not be performed unless it is indicated in the filed flight plan.,3,,
Performance,The optimum altitude of an aeroplane substantially increases during cruise because of:,the decreasing temperature of the atmosphere with decreasing altitude.,the fuel consumption of the aircraft.,the moving centre of gravity of the aircraft.,the decreasing density of the atmosphere with increasing altitude.,2,,
Performance,The optimum cruise altitude is:,the pressure altitude up to which a cabin altitude of 8 000 ft can be maintained.,the pressure altitude at which the fuel flow is a maximum.,the pressure altitude at which the speed for high speed buffet as TAS is a maximum.,the pressure altitude at which the best specific range can be achieved.,4,,
Performance,"The centre of gravity near, but still within, the aft limit:",decreases the maximum range.,improves the maximum range.,increases the stalling speed.,decreases the endurance.,2,,
Performance,The optimum long-range cruise altitude for a turbojet aeroplane:,is only dependent on the outside air temperature.,is independent of the aeroplane mass.,is always equal to the power plant ceiling.,increases when the aeroplane mass decreases.,4,,
Performance,"If a flight is performed with a higher ""Cost Index"" at a given mass which of the following will occur?",A better long range.,A better maximum range.,A lower cruise Mach number.,A higher cruise Mach number.,4,,
Performance,The aerodynamic ceiling:,is the altitude at which the speeds for low speed buffet and for high speed buffet are the same.,depends upon thrust setting and increase with increasing thrust.,is the altitude at which the aeroplane reaches 50 ft/min.,is the altitude at which the best rate of climb theoretically is zero.,1,,
Performance,Which statement with respect to the step climb is correct?,A step climb is executed because ATC desires a higher altitude.,Executing a desired step climb at high altitude can be limited by buffet onset at g-loads larger than 1.,"A step climb is executed in principle when, just after leveling off, the 1.3 g altitude is reached.",A step climb must be executed immediately after the aeroplane has exceeded the optimum altitude.,2,,
Performance,"With respect to the optimum altitude, which of the following statements is correct?","An aeroplane always flies below the optimum altitude, because Mach buffet might occur.",An aeroplane sometimes flies above or below the optimum altitude because optimum altitude increases continuously during flight.,An aeroplane always flies at the optimum altitude because this is economically seen as the most attractive altitude.,An aeroplane flies most of the time above the optimum altitude because this yields the most economic result.,2,,
Performance,Which statement regarding the relationship between Traffic Load and range is correct?,The Traffic Load can be limited by the desired range.,The maximum Traffic Load is not limited by the reserve fuel quantity.,The Maximum Landing Mass is basically equal to the Maximum Zero Fuel Mass.,The Maximum Zero Fuel Mass limits the maximum quantity of fuel.,1,,
Performance,Maximum endurance:,can be reached with the 'best rate of climb' speed in level flight.,is the same as maximum specific range with wind correction.,can be flown in a steady climb only.,is achieved in unaccelerated level flight with minimum fuel flow.,4,,
Performance,A higher altitude at constant mass and speed requires:,a lower coefficient of lift.,a lower angle of attack.,a lower coefficient of drag.,a higher angle of attack.,4,,
Performance,"For a jet aeroplane, the speed for maximum range is:",that corresponding to the point of contact of the tangent from the origin to the Drag versus TAS curve.,that corresponding to the point of contact of the tangent from the origin to the Power required versus TAS curve.,that corresponding to the point of the minimum drag at the Drag versus TAS curve.,that corresponding to the point of the minimum power required the Drag versus TAS curve.,1,,
Performance,"Assume an airplane is flying at maximum endurance speed. If thrust is permanently increased, how will the values for endurance and range change?",Endurance will decrease and range will increase.,"Endurance will decrease, range will first increase then decrease.","Endurance will increase, range will first decrease then increase.",Endurance will increase and range will decrease.,2,,
Performance,Refer to an aeroplane with jet engines and its thrust required versus speed graph. Which speed is given at the minimum of this curve?,The maximum endurance speed since the fuel flow is approximately proportional to the power required.,The maximum range speed since the fuel flow is approximately proportional to the lift-to-drag ratio and the lift-to-drag ratio is maximum at this point.,The maximum endurance speed since the fuel flow is approximately proportional to the thrust setting.,The maximum range speed since this speed gives the maximum lift-to-drag ratio.,3,,
Performance,At constant thrust and constant altitude the fuel flow of a jet engine:,increases slightly with increasing airspeed.,is independent of the airspeed.,decreases slightly with increasing airspeed.,increases with decreasing OAT.,1,,
Performance,On a long distance flight the gross mass decreases continuously as a consequence of the fuel consumption. The result is:,the specific range decreases and the optimum altitude increases.,the specific range and the optimum altitude increases.,the speed must be increased to compensate the lower mass.,the specific range increases and the optimum altitude decreases.,2,,
Performance,"Which cruise system gives minimum fuel consumption during cruise between top of climb and top of descent? (still air, no turbulence)",Long range.,Maximum range.,Holding.,Max endurance.,2,,
Performance,"Two identical turbojet aeroplanes (whose specific fuel consumption is assumed to be constant) are in a holding pattern at the same altitude. The mass of the first one is 95 000 kg and its hourly fuel consumption is equal to 3 100 kg/hr. Since the mass of the second one is 105 000 kg, its hourly fuel consumption is:",3 259 kg/hr.,3 426 kg/hr.,3 787 kg/hr.,3 602 kg/hr.,2,,
Performance,"For a jet transport aeroplane, which of the following is the reason for the use of ""maximum range speed""?",Minimum specific fuel consumption.,Longest flight duration.,Minimum drag.,Minimum fuel flow.,1,,
