IFR Comms,In case of a SSR transponder failure occurring after departure of an IFR flight, the pilot shall:,continue the flight in VMC.,squawk 7 600.,land at the nearest suitable aerodrome for repair.,inform the competent ATC unit immediately.,4,,
IFR Comms,An aircraft encountering radio communication failure on an IFR flight in VMC is assumed to:,squawk IDENT and proceed to the alternate aerodrome.,continue the flight to destination aerodrome in any case.,"continue to fly in VMC, land at the nearest suitable aerodrome,report its arrival.",leave controlled airspace and continue the flight within uncontrolled airspace.,3,,
IFR Comms,"An aircraft encountering radio communication failure on an IFR flight in IMC has to land, if possible, within:","30 minutes after ETA or the last EAT, whichever is later.",15 minutes after vacating the transition layer.,30 minutes after noticing the radio failure.,30 minutes after waiting for the EAT.,1,,
IFR Comms,An aircraft on an IFR flight in VMC experiences radio communication failure. The aircraft is assumed to:,land at the alternate aerodrome.,land at the nearest suitable aerodrome.,land at the destination aerodrome.,return to the aerodrome of departure.,2,,
IFR Comms,A departing aircraft experiencing radio communication failure on an IFR flight under radar vectors has to:,squawk 7600 and maintain the heading last assigned by ATC for a period of 3 minutes and then return to the flight path in accordance with the current flight plan.,squawk 7600 and thereafter return to the route indicated in the current flight plan in the most direct manner.,"squawk 7 600, maintain present heading for 1 minute and thereafter return to the route indicated in the current flight plan on the shortest way.","squawk 7600 and thereafter, regardless of any limitation instructed by ATC, return to the route indicated in the current flight plan on the shortest way.",2,,
IFR Comms,Under which of the following circumstances shall an aircraft station squawk 7600?,When approaching a prohibited area.,When flying over desert areas.,When entering bad weather areas.,In case of radio communication failure.,4,,
IFR Comms,"If all attempts to establish radio contact with a ground station fail, the pilot of an aeroplane shall transmit messages preceded by the phrase:","PAN PAN, PAN PAN, PAN PAN.","READ YOU ONE, READ YOU ONE.",HOW DO YOU READ?,TRANSMITTING BLIND.,4,,
IFR Comms,An aircraft is squawking 7600. This indicates:,It is diverting to the alternate aerodrome.,It is about to make a forced landing.,It is unable to establish communication due to radio equipment failure.,It is requesting immediate level change.,3,,
IFR Comms,"In case the transponder fails before the departure for an IFR flight, the pilot shall:",obtain prior permission by ATC to conduct the flight.,cancel flight.,insert under item 18 of the flight plan TRANSPONDER UNSERVICABLE and inform ATC after departure.,inform FIS for relay to AIS.,1,,
IFR Comms,The expression "TRANSMITTING BLIND DUE TO RECEIVER FAILURE" implies that no answer is expected. It shall be used by:,an aircraft station being aware of receiver failure.,a ground station broadcasting information to all listening stations.,an aircraft station doing blind transmissions at a ""nontowered"" airfield.,a radar controller performing a PAR or SRE final approach.,1,,
IFR Comms,What action is required by the pilot of an aircraft station if he/she is unable to establish radio contact with an aeronautical station?,Squawk mode A code 7500.,Divert to the alternate airport.,Land at the nearest aerodrome appropriate to the route of flight.,Try to establish communication with other aircraft or aeronautical stations.,4,,
IFR Comms,An aircraft experiencing radio communication failure on an IFR flight in IMC is assumed to:,execute a VMC approach at the nearest suitable aerodrome.,proceed to an area from where the flight can be continued according to the visual flight rules.,proceed in accordance with the current flight plan to the designated navigation aid serving the destination aerodrome.,divert to the most suitable aerodrome according to the route of flight.,3,,
IFR Comms,"When transmitting a message preceded by the phrase "TRANSMITTING BLIND DUE TO RECEIVER FAILURE" during an enroute flight, the aircraft station shall also:",land at the nearest airfield/airport.,return to the airport of departure.,join base leg when approaching the airfield for landing.,advise the time of its next intended transmission.,4,,
IFR Comms,An aircraft station fails to establish radio contact with an aeronautical station on the designated frequency. What action is required by the pilot?,Continue the flight to the destination airport without any communication.,Land at the nearest airport without an ATC unit.,Attempt to establish contact with the station on an alternative frequency.,Return to the airport of departure.,3,,
IFR Comms,"If an aircraft experiences a radio failure, the transponder should be set to:",7500,2000,7700,7600,4,,
IFR Comms,Within the European Region, an aircraft experiencing radio communication failure on an IFR departure has to squawk 7600 and:,land at the departure aerodrome in any case.,maintain the altitude last assigned by ATC for a period of 5 minutes and then continue in accordance with the flight plan.,maintain the level last assigned by the ATC for a period of 7 minutes and then climb in accordance with the flight plan.,climb immediately to the cruising level indicated in the flight plan.,3,,
IFR Comms,When shall the pilot of an aircraft experiencing communications failure keep a watch for instructions passed by visual signals?,When flying VFR above clouds.,When the aircraft is entering the traffic pattern of an uncontrolled airport.,When the aircraft is forming part of the aerodrome traffic at a controlled aerodrome.,When entering a FIR during an IFR flight.,3,,
IFR Comms,An aircraft encountering radio communication failure on an IFR flight in IMC has to hold over the designated navigation aid serving the destination aerodrome:,"3 minutes, if an expected approach time is not acknowledged.",5 minutes in any case.,until the expected approach time last received and acknowledged.,under no circumstances.,3,,
IFR Comms,What do the spoken words "PAN PAN MEDICAL" mean?,The aircraft has an urgent need of medical care upon landing at destination airport.,The phrase/signal is inadmissible in radiotelephony.,The message which follows concerns a protected medical transport operated by aircraft assigned exclusively to medical transportation.,The aircraft has a sick passenger on board and requests priority to land.3,,,
IFR Comms,A message concerninga protected medical transport operated by aircraft assigned exclusively to medical transportation shall be preceded by the signal:,PAN PAN TRANSPORT,PROTECTED TRANSPORT,PAN PAN MEDICAL,MEDICAL TRANSPORT,3,,
IFR Comms,""List the content of a PAN MEDICAL message in correctsequence:""""PAN PAN - PAN PAN - PAN PAN...[items in correct sequence]..."""" 1) number and type of medical transport (e.g. A319, type 01) 2) next reporting point and EТА 3) registration mark / call sign 4) radiotelephony signal ""MEDICAL"" 5) position 6) heading / intended route 7) other information (e.g. altitude...)"",""4), 3), 7), 1), 5), 2), 6)"",""3), 4), 5), 6), 7), 1), 2)"",""3), 4), 1), 5), 6), 7), 2)"",""4), 3), 5), 1), 6), 2), 7)"",4,,
IFR Comms,"DISTRESS" is defined as:,a condition concerning the safety of a person on board or within sight and requiring immediate assistance.,a condition concerning the attitude of an aircraft when intercepting the localizer during an ILS approach.,"a condition concerning the safety of an aircraft or of a person on board, but which does not require immediate assistance.","a condition of being threatened by serious and / or imminent danger and requiring immediate assistance.",4,,
IFR Comms,A signal sent by radiotelephony consisting of the spoken words ""MAYDAY MAYDAY MAYDAY"" means:,the aircraft has a very urgent message to transmit concerning the safety of a ship, aircraft or vehicle.,the aircraft is forced to perform a fuel dumping procedure.,the aircraft has a message to transmit concerning adverse weather conditions along its route of flight.,imminent danger threatens the aircraft and immediate assistance is required.,4,,
IFR Comms,Which of the following messages shall a station in control of distress use to impose silence?,"ALL STATIONS IN THIS FREQUENCY, MAYDAY TRAFFIC.","STOP TRANSMITTING, MAYDAY.","STOP TRANSMITTING, EMERGENCY.","STOP TRANSMITTING, DISTRESS.",2,,
IFR Comms,When an aircraft is no longer in distress, it shall transmit a message cancelling the distress condition. Which words shall this message include?,"MAYDAY, RESUMING NORMAL OPERATIONS.",MAYDAY CANCELLED.,DISTRESS CONDITION TERMINATED.,CANCEL DISTRESS.,4,,
IFR Comms,The frequency 121.500 MHz is designated as:,a regional UHF frequency.,a frequency for air-to-air communication.,an airline operation frequency.,an international emergency frequency.,4,,
IFR Comms,"When an aircraft station receives the call "ALL STATIONS STEPHENVILLE RADAR, STOP TRANSMITTING MAYDAY" it is requested:",to continue normal communication on the frequency in use.,to leave the frequency in use.,to leave the frequency in use.,to assist Stephenville RADAR in handling the distress traffic.,3,,
IFR Comms,The distress communication and silence conditions shall be terminated by transmitting a message. Which words shall this message include?,DISTRESS TRAFFIC ENDED.,"DISREGARD DISTRESS COMMUNICATION, OUT.",EMERGENCY COMMUNICATION FINISHED.,MAYDAY TRAFFIC ENDED.,1,,
IFR Comms,The distress signal and the distress message to be sent by an aircraft in distress should be on:,the air-ground frequency in use at the time.,the regional guard frequency.,the emergency frequency in any case.,the FIS frequency designated for the airspace concerned.,1,,
IFR Comms,An aircraft squawking 7700 indicates to the ground station that:,there is a sick passenger on board.,the aircraft is in distress.,the aircraft's transceiver is unserviceable.,the aircraft is being hijacked.,2,,
IFR Comms,Which of the following frequencies is an international emergency frequency?,121.005 MHz,121.050 MHz,121.500 MHz,122.500 MHz,3,,
IFR Comms,An aircraft in state of emergency shall squawk:,7500,7600,7700,7777,3,,
IFR Comms,The distress message shall contain as many as possible of the following elements/details:,"aircraft call sign, nature of distress, pilots intention, present position, level and heading.","aircraft call sign, aerodrome of departure, position and level.","aircraft call sign, present position, assistance required.","aircraft call sign, route of flight, destination airport.",1,,
IFR Comms,"When an aircraft station receives the call "ALL STATIONS STEPHENVILLE RADAR, DISTRESS TRAFFIC ENDED" it is requested:",to acknowledge receipt of this message.,to resume normal communication with Stephenville RADAR.,to impose silence to other stations in its vicinity.,to discontinue communication with Stephenville RADAR.,2,,
IFR Comms,Radio silence can be imposed by an aeronautical station in case of:,distress traffic.,overload of the frequency.,technical difficulties.,urgency communication.,1,,
IFR Comms,An aircraft in distress shall send the following signal by radiotelephony:,"URGENCY, URGENCY, URGENCY","DETRESFA, DETRESFA, DETRESFA","MAYDAY, MAYDAY, MAYDAY","PAN PAN, PAN PAN, PAN PAN",3,,
IFR Comms,An urgency message shall be preceded by the radiotelephony urgency signal:,"ALERFA, spoken three times.","URGENCY, spoken three times.","MAYDAY, spoken three times.","PAN PAN, spoken three times.",4,,
IFR Comms,The urgency message to be sent by an aircraft reporting an urgency condition shall contain at least the following elements/details:,"name of the station addressed, present position, assistance required.","aircraft call sign, destination airport, ETA at destination, route of flight.","aircraft call sign, nature of the urgency condition, pilots intention, present position, level and heading.","aircraft identification, aerodrome of departure, level and heading.",3,,
IFR Comms,""A signal sent by radiotelephony consisting of the spoken words ""PAN PAN, PAN PAN, PAN PAN"" means:"",the aircraft is diverting from the route cleared because of a thunderstorm and asks for immediate reclearance.,imminent danger threatens the aircraft and immediate assistance is required.,an aircraft on final approach is starting the missed approach procedure.,""the aircraft has a very urgent message to transmit concerning the safety of a ship, aircraft or other vehicle, but immediate assistance is not required."",4,,
IFR Comms,On hearing an urgency message a pilot shall:,monitor the frequency to ensure assistance if required.,impose radio silence on the frequency in use.,acknowledge the message immediately.,""change the frequency, because radio silence will be imposedon the frequency in use."",1,,
IFR Comms,Which frequency shall be used for the first transmission of an urgency call?,The air-ground frequency in use at the time.,The international emergency frequency.,The regional guard frequency.,Any frequency at pilot's discretion.,1,,
IFR Comms,During approach you ask ATC about current RVR. You expect the answer to be:,RVR 3000 ft,RVR 0.5 NM,RVR 500 m,RVR 500 yd,3,,
IFR Comms,What does ""FRICTION COEFFICIENT 45"" in a runway report mean?,Braking action poor.,Braking action medium.,Braking action good.,Braking action not measurable.,3,,
IFR Comms,What does ""FRICTION COEFFICIENT 20"" in a runway report mean?,Braking action medium.,Braking action poor.,Braking action unreliable.,Braking action good.,2,,
IFR Comms,Under what runway conditions is the braking action reported to be ""UNRELIABLE""?,Runway conditions normal.,Runway covered with ice.,Runway covered with dry snow.,Runway covered with wet snow and slush.,4,,
IFR Comms,""When the term ""OVERCAST"" is used in an aviation routine weather report (METAR), the amount of clouds covering the sky is:"",50% or more.,No clouds but poor ground visibility.,100%.,Less than 50%.,3,,
IFR Comms,How is the visibility in an aviation routine weather report (METAR) expressed in plain language?,in feet and nautical miles.,in nautical miles only.,""up to 1 500 m in metres, above in kilometres."",""up to 5000 m in metres, above in kilometres."",4,,
IFR Comms,When transmitting runway visual range (RVR) for runway 16 ATC will use the following phrase:,""RVR runway 16 touchdown ... metres, mid-point ... metres, stop end... metres."",""RVR runway 16 ... metres diagonal ... metres diagonal…metres"",""The values of the transmissometer are: ... metres and... metres."",""RVR at the beginning of runway 16 is ... metres."",1,,
IFR Comms,Which information can aircraft in flight obtain by VOLMET?,SIGMET,SPECI and TAF,Aviation routine weather reports (METAR) of specific airports.,Runway reports.,3,,
IFR Comms,What is normally used for ATIS broadcasts?,DME voice channel.,NDB frequencies.,Discrete VHF frequency or/and VOR.,Voice channel of an ILS.,3,,
IFR Comms,During a flight you encounter an isolated thunderstorm which is embedded in other clouds. You:,should report it together with your next scheduled routine metrological report.,""report it as soon as possible, by reporting it as a special airreport."",do not need to report it.,report this information after landing at your destination.,2,,
IFR Comms,""The route forecast included the chance of isolated thunderstorms. While flying in nimbostratus clouds, the pilot sees a flash of lightning. What communication, if any, should the pilot make to ATS?"",A special observation report should be made because the pilot has encountered an embedded thunderstorm.,The observation report can be omitted because thunderstorms were forecast.,A PAN call on the frequency in use should be made because the pilots' message is urgent.,""The pilot should include the information in the next position report, which is due in 15 min."",1,,
IFR Comms,How can aviation routine weather reports (METAR) of specific airports be obtained by aircraft in flight?,VOLMET,ATIS,AFIS,SIGMET,1,,
IFR Comms,An Automatic Terminal Information Service provides:,current meteorological and operational information essential for the safety of the air navigation within a FIR.,routine information to arriving and departing aircraft by means of continuous and repetitive broadcast.,information concerning enroute weather phenomena which may effect the safety of aircraft operation.,weather reports relating a specific number of aerodromes located within a flight information region (FIR).,2,,
IFR Comms,What should a pilot report during an IFR flight (weather conditions / phenomena)?,Light to moderate turbulence.,A light strike when it was forecasted.,Light icing.,A heavy sandstorm which is not in the vicinity of the track.,4,,
IFR Comms,Which is the frequency separation between consecutive frequencies in the VHF band?,250 kHz,25 kHz,75 kHz,50 kHz,2,,
IFR Comms,To which sector of frequency bands does the mobile communication frequency in aviation belong?,To the two bands before the SHF band and including 301 MHz.,To the VLF band and including 30 MHz.,To the two bands before the UHF band and including 30 MHz.,To the sector immediately after the MF band.,3,,
IFR Comms,Propagation of the radio waves is influenced by different factors in the atmosphere. Attenuation of radio waves is increased by:,higher temperature and lower air density.,lower temperature and lower air density.,lower temperature and higher air density.,higher temperature and higher air density.,3,,
IFR Comms,What happens if the radio wave is travelling by two alternative routes (surface wave and sky wave or two or more sky waves) and arrives at the receiving aerial at different times?,fading,super refraction,scatter refraction,nothing,1,,
IFR Comms,What are the propagation characteristics of VHF?,The waves are reflected at the ionosphere at the height of about 100 km and reach the Earth surface in the form of skywaves.,The waves travel along the surface of the Earth and penetrate into valleys in a way that topographical obstacles have no influence.,Practically straight line similar to light waves.,Similar to short waves with practically no atmospheric disturbance.,3,,
IFR Comms,Under which of the following circumstances may you expect a solid reception of the TOWER frequency 118.2 MHz?,""Aircraft at low level, in the vicinity of the ground station, in the radio shadow zone of a hill."",""Aircraft at high level in the vicinity of the ground station."",""Aircraft at low level, far away from the ground station, in the radio shadow zone of a hill."",""Aircraft at low level but far away from the ground station."",2,,
IFR Comms,Which is the maximum distance at which you might expect solid VHF contact over flat terrain at FL100?,About 300 NM.,About 12 NM.,About 120 NM.,About 30 NM.,3,,
IFR Comms,How would the strength of a received signal change if an aircraft will be at a distance of 10 NM from a station instead of 40 NM from the same station?,Decreases by a factor of 4.,Increases by a factor of 16.,The strength does not change.,Increases by a factor of 2.,2,,
IFR Comms,What is the frequency spacing (VHF) above FL195?,12.5 kHz,25 kHz,75 kHz,8.33 kHz,4,,
IFR Comms,Which type of signal is used for aeronautical radio communication?,Impulse modulated sky waves.,Frequency modulated ground waves.,Amplitude modulated direct waves.,Frequency modulated direct waves.,3,,
IFR Comms,Which is the frequency band containing frequencies of the Aeronautical Mobile Service?,1810-2850 kHz,108.000 - 117.975 MHz,118.000-136.975 MHZ,11 650-13 200 kHz,3,,
IFR Comms,""You are descending overhead a flat surface, 150 NM away from the ground station. The elevation of the station is 400 ft. At what approximate altitude do you expect to loose radio contact with the ground station?"",10 500 ft,17 000 ft,21 500 ft,15 500 ft,1,,
IFR Comms,How would the maximum range of an aeronautical station change if the power of the station is doubled?,Increase by a factor of 4.,Increase by a factor of 1.4.,The range will not change.,Increase by a factor of 2.,2,,
IFR Comms,Which factor(s) will normally influence the reception of VHF transmission?,Level of aircraft and terrain elevations.,The ionosphere.,Electrical discharges as they happen frequently in thunderstorms.,Day and night effect.,1,,
IFR Comms,To which frequency bands do the frequencies 118.000 - 136.975 MHz of the Aeronautical Mobile Service belong?,Low Frequency.,Very High Frequency.,Very Low Frequencу.,Medium Frequency.,2,,
IFR Comms,What does the abbreviation "ACARS" stand for?,Aircraft Communications Addressing & Reporting System,Aircraft Communication Alerting System,Alert Communications Addressing & Reporting System,Aircraft Alert Report System,1,,
IFR Comms,""Following a TCAS Resolution Advisory (RA) the ATC controller shall not attempt to modify the aircraft's flight path, unless the pilot announces:"",""Clear of conflict, returning to (assigned clearance)""."",""""Clear of conflict""."",""""Clear of RA, returning to (assigned clearance)""."",""""Roger RA""."",2,,
IFR Comms,The SELCAL system:,allows the aircraft to be contacted on VHF and HF frequencies that are not being monitored by the flight crew.,allows two way data transmission between operator and aircraft.,allows satellite communication.,allows two way VHF data transmission between ATC and aircraft.,1,,
IFR Comms,""When a TCAS Resolution Advisory (RA) requires a deviation from an ATC clearance, pilots should report to the ATС controller, as soon as practicable after he starts to deviate, with his callsign plus the phraseology:"",""""TCAS Conflict""."",""""TCAS Alert""."",""""TCAS RA""."",""""TCAS TА""."",3,,
IFR Comms,""In the event that an ATC controller issued a clearance or an instruction contradictory to the TCAS Resolution Advisory (RA), the flight crew will follow the RA and inform the controller using the following phrase:"",""""Unable Now""."",""""Negative, Unable to Comply""."",""""Wilco after TCAS RA""."",""""Unable, TCAS RA""."",4,,
Flight Plan,"The measured course 042° T. The variation in the area is 6° W and the wind is calm. The deviation card reads: Deviation: -2 4 +3 -1 In order to follow this course, the pilot must fly a compass heading, of:","052°","044°","040°","058°",1,,
Flight Plan,"VFR flights shall not be flown over the congested areas of cities at a height less than:","The highest obstacle.","1000ft above the highest obstacle within a radius of 600 m","500 ft above the highest obstacle.","2000 ft above the highest obstacle within a radius of 600 ft from the aircraft.",2,,
Flight Plan,"Given: True course: 017° W/V: 340/30 TAS: 420 kts Find wind correction angle (WCA) and ground speed (GS)","WCA +2°; GS 416 kts","WCA +2°; GS 396 kts","WCA -2°; GS 426 kts","WCA -2°; GS 396 kts",4,,
Flight Plan,"How many feet you have to climb to reach FL75? Given: Departure aerodrome elevation: 1500 ft — QNH: 1023 hPa Temperature: ISA 1 hPa: 30ft","6300 ft","6600ft","6000ft","7800ft",4,,
Flight Plan,"What is the primary reason for studying SID & STAR charts before and during a flight?","To check for any changes to the published procedures.","To ensure the correct lateral and vertical profile are flown.","To ensure that nose abatement procedure are observed. ","In order to take account of any pre-planned flight deviations",2,,
Flight Plan,"On an instrument approach chart, a minimum sector altitude (MSA) is defined in relation to a radio navigation facility . Without any particular specification on distance, this altitude is valid to:","25NM","20NM","10NM","15NM",1,,
Flight Plan,"An appropriate ICAO non-RVSM flight level for IFR flight in accordance with semi-circular height rules on a magnetic course of 200° is:","FL300","FL310","FL920","Fl320",2,,
Flight Plan,"An airway is marked ""3500T 2100a"". This indicates that:","The airway base is 3 500 ft MSI","The airway is a low level link route 2 100 ft -3 500 ft MSL.","The minimum obstruction clearance ( MOCA) is 3500 ft.","The minimum enroute altitude (MEA) is 3500ft.",3,,
Flight Plan,"Unless otherwise stated on charts for standard d instrument departure es the depicted routes are defined as:","Magnetic courses","True courses","Magnetic headings.","True headings",1,,
Flight Plan,"An aircraft, following a 215° true track at variation 3°W , must fly over a 10600 ft obstacle with a minimum obstacle clearance of 1 500 ft. Knowing the QNH received from an airport close by, which is almost at sea-le vel, is 1035 and the temperature is ISA -15 °C, the minimum flight level will be:","150","120","130","140",1,,
Flight Plan,"ICAO Doc 8168 states that specific altitudes are established for each aerodrome and provide at least 300 m (1 000 ft) obstacle clearance within 46 km (25 NM) of the navigation aid, initial approach fix or intermediate fix associated with the approach procedure for that aerodrome. Which of the following abbreviations is used for such altitudes?","MSA","MCA","MEA","MOCA",1,,
Flight Plan,"On a given path, it is possible to chose between four flight levels (FL), each associated with a mandatory flight Mach number (M). The flight conditions, static air temperature (SA T) and headwind component (HW C) are given below: FL370 M 0.80 Ts: -60°C HW C: 15 kts FL330 M 0.78 Ts: -60°C HW C: 5kts FL290 M 0.80 Ts: -55°C HW C: 15 kts FL270M 0.76 Ts: -43°C HW C: Okts The flight level allo wing the highest ground speed is:","FL370","FL330","FL290","FL270",4,,
Flight Plan,"On IFR navigation chart, in a 1° quadrant of longitude and latitude, appears the following information: ""80"". This means that within this quadrant:","The minimum flight level is FL80.","The floor of the airway is at 8000 ft.","The altitude of the highest obstacle is 8000 ft. ","The minimum safe altitude is 8000ft. ",4,,
Flight Plan,"An airway is marked 5000 2900a. The notation 5000 is the:","minimum holding altitude (MHA).","Minimum authorized altitude ( MAA)","Minimum enroute altitude (MEA )","Base of the airway (AGL)",3,,
Flight Plan,"During a flight at night a position has to be reported to ATC. The aeroplane is at a distance of 750 NM from the ground station and at flight level 350. The frequency to be used is:","17 286 kHz","123.9 MHz","5649 kHz","1136 kHz",3,,
Flight Plan,"You must fly IFR on an airway orientated 135° magnetic with a MSA at 7800 ft. Knowing the QNH is 1025 hPa and the temperature is ISA + 10°, the minimum flight level you must fly at is:","80","75","70","90",4,,
Flight Plan,"Minimum safe altitude: 8500 ft QNH at the station 1003 hPa (ele vation 4000 ft) Temper atur e at FL85 20°C What is the minimum pressur e altitude which should be flown accor ding to the given MSA?","8550ft","9150ft","9350ft","8850ft",2,,
Flight Plan,"An airway is marked ""FL80 1500a"". This indicates that: ","The minimum enroute altitude ( NEA )is FL80","The airways extend from 1500ft MSL to FL80.","1500ft MSL is the minimu radio reception altitude ( MRA )","The airway base is 1500ft MSL.",1,,
Flight Plan,"An |FR flight is planned outside airways on a course of 235° magnetic. The minimum safe altitude is 7 800 ft. Kno wing the QNH is 995 hPa and temperature ISA, the minimum flight level you must fly is","85","80","100","90",3,,
Flight Plan,"During a VFR flight at a navigational checkpoint the remaining usable fuel in the tanks is 60 US gallons. The reserve fuel is 12 US gallons. Accor ding to the flight plan the remaining flight time is 1h 35min. Calculate the highest acceptable rate of consumption possible for the rest of the trip. Hit,","33.0 USG/hr","21.3 USG/hr","37.9 USG/Hr","30.3 USG/hr",4,,
Flight Plan,"A pilot has planned a flight but the destination reports a weather phenomenon which induced the pilot to update his/her the fuel log. Which of the follo wing phenomena does this refer to (most likely)?","Recent rain showers,","Recent snow showers ","Shallow fog ","Haze or mist.",3,,
Flight Plan,"Ignoring all fuel reserves, how much fuel is needed to cover a distance of 360 NM, if the fuel consumption of the Aeroplan is 300 I/h? (Note: consider a TAS of 210 kts and a headwind component of 30 kts)","900 litres","515 litres","600 litres","450litres",3,,
Flight Plan,"When calculating the fuel required to carry out a given flight, one must take into account: 1) the wind. 2) foreseeable airborne delays. 3) other weather forecasts. 4) any foreseeable conditions which may delay landing. The combination which provides the correct statement is:","2,4","1,2,3","1,3","1,2,3,4.",4,,
Flight Plan,"The fuel burn of an aircraft turbine engine is 220 I/hr with a fuel density of 0.80. If the density is 0.75, the fuel burn will be:","206 I/hr","235 I/hr","176 I/Hr","220 I/hr",2,,
Flight Plan,"The fuel burn-off is 200 kg/hr with a relative fuel density of 0.8. If the relative fuel density is 0.75, the fuel burn will be:","213 kg/hr","267 kg/hr","188 kg/hr","200 kg/hr",4,,
Flight Plan,"Given the following data determine the maximum possible take-off fuel: Fuel density: 0.78 kg/| Dry Operating Mass: 33 500 kg | Traffic Load: 10600 kg Maximum Allowable Take-off Mass: 66200 kg Taxi Fuel: 200 kg Tank capacity: 22 500 liters 22 300 kg","22300 kg","17300 kg","22100 kg","17500 kg",2,,
Flight Plan,"Planning a flight from Paris (Charles de Gaulle) to London. { (Heathrow) for a twin - jet aero plane, with the following pre- planning data: Maximum Take-off Mass: | 62 800 kg Maximum Zero Fuel Mass: 51250 kg Maximum Landing Mass: 54900 kg Maximum Taxi Mass: 63 050 kg Assume the following pre-planning results: Trip Fuel: 1 800 kg Alternate fuel: 1 400 kg Holding fuel (final reserve): 1225 kg Contingency (5% of trip fuel): 90 kg Dry Operating Mass: 34000 kg Traffic Load: 13.000 kg Catering: 750 kg Baggage: 3 500 kg Find the Take-off Mass (TOM): 51425 kg","51515kg","51425kg","","",1,,
Flight Plan,"In which of the following cases can a commander of a commer cial flight plan the usage of the final reserve fuel?","In case of VFR flights during the day.","In case for a flight with an unexpected diversion.","If safe force landing areas are always available during flight. ","Final reserve fuel is for emergency only therefore it is prohibited to plane the usage of such fuel.",4,,
Flight Plan,"Integrated range curves or tables are presented in the Aeroplan Operations Manuals. Their purpose is:","To determine the flight time for a certain leg under consideration of temperature deviations.","to determine the still air distance for wind components varying with altitude","to determine the optimum speed considering the fuel cost as well as the time related cost of the aero plane.","To determine the fuel consumption for a certain still air distance considering decreasing fuel flow with decreasing mass.",4,,
Flight Plan,"The quantity of fuel which is calculated to be necessary for a jet aero plane to fly IFR from departure aerodrome to the destination aerodrome is 5352 kg. Fuel consumption in holding mode is 6000 kg/hr . Alternate fuel is 4380 kg. Contingency should be 5% of Trip Fuel. What is the minimum requir ed quantity of fuel which should be on boar d at take-off?","13220 kg","13220 kg","14500 kg","13370 kg",1,,
Flight Plan,"The overhead distance from A to B is 45 NM at which you travel at 180 kts. The fuel flow per hour during cruise and holding is 2 700 kg and the additional fuel consider ed for climb, descent and appr oach equals 500 kg. What is your contingency fuel?","225kg","59kg","1350kg","34kg",1,,
Flight Plan,"Contingency , which is used for flight planning purposes, corr esponds to a value of 5% of the:","Trip fuel","reserve fuel.","Alternate fuel","block fuel",1,,
Flight Plan,"A pilot is preparing a commercial flight but during the planning phase the latest weather update at the destination aerodrome leads to a change of the runway which in turn results to a mor e time consuming arrival section. What will happen to the planned trip fuel? ","It will not change because it is not part of the arrival procedure.","it will not change because the arrival fuel consists of a fixed quantity .","The pilot could update the trip fuel, but he/she does not have to update the contingency fuel because it covers such changes during the planning phase.","It has to be updated correspondingly.",4,,
Flight Plan,"Which of the following statements is correct if you compare the integrated range procedure with the aver age fuel flow procedure?","The Average age fuel flow procedure is mor e precise and considers eventful consumption during different flight sectors.","The integrated range procedure is a much easier and faster method when calculating the necessary trip fuel.","The aver age fuel flow procedure is mor e precise and considers fuel consumption during different flight sectors.","The average fuel flow procedure allows a very precise monitoring of the fuel for short and long haul flight.",1,,
Flight Plan,"Dry Operating Mass (DOM): 33000 kg Traffic Load: 8110kg Final Reserve Fuel: 983 kg Alternate Fuel: 1100 kg Contingency Fuel: 102 kg The estimated landing mass at alternate should be:","42 210 kg.","42195 kg","42312 kg.","41110 kg.",2,,
Flight Plan,"Given the follo wing, find the maximum additional load that can be carried: Maximum Allo wable Take-off Mass: 64400 kg Maximum Landing Mass: 56 200 kg Maximum Zero Fuel Mass: 53000 kg Dry Oper ating Mass: 35 500 kg Estimated load: 14500 kg Estimated Trip Fuel: 4900 kg Minimum take-off fuel: 7400 kg","5600kg","4000kg","7000kg","3000kg",4,,
Flight Plan,"The commander is responsible for the fuel. What is true regarding a diversion of a commercial flight?","The remaining fuel should be at least the same as the amount which is required to reach at least two different aerodromes where a safe landing can be made. One of them can be the aerodrome of departure.","The remaining fuel should be at least the same amount as fuel to reach an aerodrome where a SafeLink de, with final reserve fuel remaining","A diversion is an unplanned event so the commander is not responsible concerning this amount of fuel.","The remaining fuel should be at least the same amount as the required fuel to the aerodrome of the departure.",2,,
Flight Plan,"Following in-flight depressurization, a turbine power ed aero plane is forced to divert to an enroute alternate airfield. If actual flight conditions are as forecast, the minimum quantity of fuel remaining on arrival at the airfield will be:","laid down by the operator , with the quantity being specified in the operating manual.","At least equivalent to 45 minutes flying time.","At least equivalent to 30 minutes flying time.","At least equivalent to the quantity required to fly to another aerodrome in the event that weather conditions so require.",3,,
Flight Plan,"Max. Ramp Mass: 77500 kg Max. Take-off Mass; 77000 kg Max. Landing Mass: 66360 kg Max. Zero Fuel Mass: 62720kg Dry Oper ating Mass: 42845kg Traffic Load: 17460 kg Trip Fuel: 7890 kg Taxi Fuel: 195 kg Planned Take-off Fuel: 10365 kg Calculate the maximum allo wed extra fuel including any fuel penalty (135 kg/1 000 kg extra fuel) and consider a maximum tank capacity of 21 000 kg:","2415 kg","4138kg","6830kg","3580kg",2,,
